                    time         Energy    pitch_angle            Daa
2022-01-12/04:07:15       0.007026     41.00 4.412e-08
2022-01-12/04:07:15       0.007026     44.00 4.394e-08
2022-01-12/04:07:15       0.007026     47.00 4.440e-08
2022-01-12/04:07:15       0.007026     50.00 4.435e-08
2022-01-12/04:07:15       0.007026     52.00 4.384e-08
2022-01-12/04:07:15       0.007026     54.00 4.250e-08
2022-01-12/04:07:15       0.007026     56.00 3.985e-08
2022-01-12/04:07:15       0.007026     58.00 3.338e-08
2022-01-12/04:07:15       0.007026     60.00 2.585e-08
2022-01-12/04:07:15       0.007026     62.00 2.805e-08
2022-01-12/04:07:15       0.007026     64.00 3.102e-08
2022-01-12/04:07:15       0.007026     66.00 3.510e-08
2022-01-12/04:07:15       0.007026     68.00 4.241e-08
2022-01-12/04:07:15       0.007026     70.00 5.936e-08
2022-01-12/04:07:15       0.007026     72.00 6.335e-08
2022-01-12/04:07:15       0.007026     74.00 6.941e-08
2022-01-12/04:07:15       0.007026     76.00 8.645e-08
2022-01-12/04:07:15       0.007026     78.00 1.220e-07
2022-01-12/04:07:15       0.007026     80.00 2.080e-07
2022-01-12/04:07:15       0.007026     82.00 4.601e-07
2022-01-12/04:07:15       0.007026     84.00 1.369e-06
2022-01-12/04:07:15       0.007026     85.00 1.646e-06
2022-01-12/04:07:15       0.007026     86.00 6.623e-07
2022-01-12/04:07:15       0.007026     87.00 1.824e-07
2022-01-12/04:07:15       0.007026     88.00 7.557e-09
2022-01-12/04:07:15       0.007026     89.00     0.000
2022-01-12/04:07:15       0.007026     89.50     0.000
2022-01-12/04:07:15       0.008294     2.000 7.914e-08
2022-01-12/04:07:15       0.008294     5.000 8.011e-08
2022-01-12/04:07:15       0.008294     8.000 8.108e-08
2022-01-12/04:07:15       0.008294     11.00 8.206e-08
2022-01-12/04:07:15       0.008294     14.00 8.299e-08
2022-01-12/04:07:15       0.008294     17.00 8.385e-08
2022-01-12/04:07:15       0.008294     20.00 8.452e-08
2022-01-12/04:07:15       0.008294     23.00 8.490e-08
2022-01-12/04:07:15       0.008294     26.00 8.480e-08
2022-01-12/04:07:15       0.008294     29.00 8.401e-08
2022-01-12/04:07:15       0.008294     32.00 8.253e-08
2022-01-12/04:07:15       0.008294     35.00 8.094e-08
2022-01-12/04:07:15       0.008294     38.00 7.801e-08
2022-01-12/04:07:15       0.008294     41.00 7.207e-08
2022-01-12/04:07:15       0.008294     44.00 5.786e-08
2022-01-12/04:07:15       0.008294     47.00 4.403e-08
2022-01-12/04:07:15       0.008294     50.00 4.461e-08
2022-01-12/04:07:15       0.008294     52.00 4.470e-08
2022-01-12/04:07:15       0.008294     54.00 4.433e-08
2022-01-12/04:07:15       0.008294     56.00 4.334e-08
2022-01-12/04:07:15       0.008294     58.00 4.124e-08
2022-01-12/04:07:15       0.008294     60.00 3.675e-08
2022-01-12/04:07:15       0.008294     62.00 2.466e-08
2022-01-12/04:07:15       0.008294     64.00 2.706e-08
2022-01-12/04:07:15       0.008294     66.00 3.033e-08
2022-01-12/04:07:15       0.008294     68.00 3.566e-08
2022-01-12/04:07:15       0.008294     70.00 4.588e-08
2022-01-12/04:07:15       0.008294     72.00 6.557e-08
2022-01-12/04:07:15       0.008294     74.00 6.821e-08
2022-01-12/04:07:15       0.008294     76.00 8.150e-08
2022-01-12/04:07:15       0.008294     78.00 1.137e-07
2022-01-12/04:07:15       0.008294     80.00 1.888e-07
2022-01-12/04:07:15       0.008294     82.00 3.972e-07
2022-01-12/04:07:15       0.008294     84.00 1.273e-06
2022-01-12/04:07:15       0.008294     85.00 1.941e-06
2022-01-12/04:07:15       0.008294     86.00 1.309e-06
2022-01-12/04:07:15       0.008294     87.00 2.562e-07
2022-01-12/04:07:15       0.008294     88.00 5.243e-09
2022-01-12/04:07:15       0.008294     89.00     0.000
2022-01-12/04:07:15       0.008294     89.50     0.000
2022-01-12/04:07:15        0.01000     2.000 6.989e-08
2022-01-12/04:07:15        0.01000     5.000 7.128e-08
2022-01-12/04:07:15        0.01000     8.000 7.320e-08
2022-01-12/04:07:15        0.01000     11.00 7.567e-08
2022-01-12/04:07:15        0.01000     14.00 7.873e-08
2022-01-12/04:07:15        0.01000     17.00 8.217e-08
2022-01-12/04:07:15        0.01000     20.00 8.499e-08
2022-01-12/04:07:15        0.01000     23.00 8.620e-08
2022-01-12/04:07:15        0.01000     26.00 8.729e-08
2022-01-12/04:07:15        0.01000     29.00 8.815e-08
2022-01-12/04:07:15        0.01000     32.00 8.853e-08
2022-01-12/04:07:15        0.01000     35.00 8.804e-08
2022-01-12/04:07:15        0.01000     38.00 8.632e-08
2022-01-12/04:07:15        0.01000     41.00 8.381e-08
2022-01-12/04:07:15        0.01000     44.00 8.028e-08
2022-01-12/04:07:15        0.01000     47.00 7.242e-08
2022-01-12/04:07:15        0.01000     50.00 5.228e-08
2022-01-12/04:07:15        0.01000     52.00 4.453e-08
2022-01-12/04:07:15        0.01000     54.00 4.479e-08
2022-01-12/04:07:15        0.01000     56.00 4.454e-08
2022-01-12/04:07:15        0.01000     58.00 4.384e-08
2022-01-12/04:07:15        0.01000     60.00 4.212e-08
2022-01-12/04:07:15        0.01000     62.00 3.888e-08
2022-01-12/04:07:15        0.01000     64.00 3.013e-08
2022-01-12/04:07:15        0.01000     66.00 2.604e-08
2022-01-12/04:07:15        0.01000     68.00 3.038e-08
2022-01-12/04:07:15        0.01000     70.00 3.742e-08
2022-01-12/04:07:15        0.01000     72.00 5.418e-08
2022-01-12/04:07:15        0.01000     74.00 7.377e-08
2022-01-12/04:07:15        0.01000     76.00 7.754e-08
2022-01-12/04:07:15        0.01000     78.00 1.055e-07
2022-01-12/04:07:15        0.01000     80.00 1.690e-07
2022-01-12/04:07:15        0.01000     82.00 3.445e-07
2022-01-12/04:07:15        0.01000     84.00 1.078e-06
2022-01-12/04:07:15        0.01000     85.00 2.010e-06
2022-01-12/04:07:15        0.01000     86.00 2.166e-06
2022-01-12/04:07:15        0.01000     87.00 4.561e-07
2022-01-12/04:07:15        0.01000     88.00 2.420e-08
2022-01-12/04:07:15        0.01000     89.00     0.000
2022-01-12/04:07:15        0.01000     89.50     0.000
2022-01-12/04:07:15        0.01132     2.000 6.079e-08
2022-01-12/04:07:15        0.01132     5.000 6.190e-08
2022-01-12/04:07:15        0.01132     8.000 6.340e-08
2022-01-12/04:07:15        0.01132     11.00 6.535e-08
2022-01-12/04:07:15        0.01132     14.00 6.783e-08
2022-01-12/04:07:15        0.01132     17.00 7.095e-08
2022-01-12/04:07:15        0.01132     20.00 7.488e-08
2022-01-12/04:07:15        0.01132     23.00 7.970e-08
2022-01-12/04:07:15        0.01132     26.00 8.512e-08
2022-01-12/04:07:15        0.01132     29.00 8.835e-08
2022-01-12/04:07:15        0.01132     32.00 8.955e-08
2022-01-12/04:07:15        0.01132     35.00 9.033e-08
2022-01-12/04:07:15        0.01132     38.00 9.038e-08
2022-01-12/04:07:15        0.01132     41.00 8.898e-08
2022-01-12/04:07:15        0.01132     44.00 8.589e-08
2022-01-12/04:07:15        0.01132     47.00 8.233e-08
2022-01-12/04:07:15        0.01132     50.00 7.412e-08
2022-01-12/04:07:15        0.01132     52.00 6.094e-08
2022-01-12/04:07:15        0.01132     54.00 4.443e-08
2022-01-12/04:07:15        0.01132     56.00 4.463e-08
2022-01-12/04:07:15        0.01132     58.00 4.445e-08
2022-01-12/04:07:15        0.01132     60.00 4.344e-08
2022-01-12/04:07:15        0.01132     62.00 4.164e-08
2022-01-12/04:07:15        0.01132     64.00 3.798e-08
2022-01-12/04:07:15        0.01132     66.00 2.646e-08
2022-01-12/04:07:15        0.01132     68.00 2.784e-08
2022-01-12/04:07:15        0.01132     70.00 3.415e-08
2022-01-12/04:07:15        0.01132     72.00 4.548e-08
2022-01-12/04:07:15        0.01132     74.00 7.337e-08
2022-01-12/04:07:15        0.01132     76.00 8.070e-08
2022-01-12/04:07:15        0.01132     78.00 1.003e-07
2022-01-12/04:07:15        0.01132     80.00 1.581e-07
2022-01-12/04:07:15        0.01132     82.00 3.173e-07
2022-01-12/04:07:15        0.01132     84.00 9.430e-07
2022-01-12/04:07:15        0.01132     85.00 1.922e-06
2022-01-12/04:07:15        0.01132     86.00 2.678e-06
2022-01-12/04:07:15        0.01132     87.00 7.172e-07
2022-01-12/04:07:15        0.01132     88.00 1.085e-07
2022-01-12/04:07:15        0.01132     89.00 1.464e-10
2022-01-12/04:07:15        0.01132     89.50     0.000
2022-01-12/04:07:15        0.01336     2.000 5.263e-08
2022-01-12/04:07:15        0.01336     5.000 5.365e-08
2022-01-12/04:07:15        0.01336     8.000 5.499e-08
2022-01-12/04:07:15        0.01336     11.00 5.660e-08
2022-01-12/04:07:15        0.01336     14.00 5.831e-08
2022-01-12/04:07:15        0.01336     17.00 6.032e-08
2022-01-12/04:07:15        0.01336     20.00 6.276e-08
2022-01-12/04:07:15        0.01336     23.00 6.581e-08
2022-01-12/04:07:15        0.01336     26.00 6.986e-08
2022-01-12/04:07:15        0.01336     29.00 7.522e-08
2022-01-12/04:07:15        0.01336     32.00 8.209e-08
2022-01-12/04:07:15        0.01336     35.00 8.966e-08
2022-01-12/04:07:15        0.01336     38.00 9.178e-08
2022-01-12/04:07:15        0.01336     41.00 9.261e-08
2022-01-12/04:07:15        0.01336     44.00 9.233e-08
2022-01-12/04:07:15        0.01336     47.00 8.978e-08
2022-01-12/04:07:15        0.01336     50.00 8.564e-08
2022-01-12/04:07:15        0.01336     52.00 8.156e-08
2022-01-12/04:07:15        0.01336     54.00 7.383e-08
2022-01-12/04:07:15        0.01336     56.00 5.687e-08
2022-01-12/04:07:15        0.01336     58.00 4.419e-08
2022-01-12/04:07:15        0.01336     60.00 4.395e-08
2022-01-12/04:07:15        0.01336     62.00 4.295e-08
2022-01-12/04:07:15        0.01336     64.00 4.126e-08
2022-01-12/04:07:15        0.01336     66.00 3.835e-08
2022-01-12/04:07:15        0.01336     68.00 2.842e-08
2022-01-12/04:07:15        0.01336     70.00 2.888e-08
2022-01-12/04:07:15        0.01336     72.00 3.966e-08
2022-01-12/04:07:15        0.01336     74.00 5.879e-08
2022-01-12/04:07:15        0.01336     76.00 9.200e-08
2022-01-12/04:07:15        0.01336     78.00 9.596e-08
2022-01-12/04:07:15        0.01336     80.00 1.461e-07
2022-01-12/04:07:15        0.01336     82.00 2.854e-07
2022-01-12/04:07:15        0.01336     84.00 7.980e-07
2022-01-12/04:07:15        0.01336     85.00 1.722e-06
2022-01-12/04:07:15        0.01336     86.00 3.101e-06
2022-01-12/04:07:15        0.01336     87.00 1.499e-06
2022-01-12/04:07:15        0.01336     88.00 2.558e-07
2022-01-12/04:07:15        0.01336     89.00 1.081e-09
2022-01-12/04:07:15        0.01336     89.50     0.000
2022-01-12/04:07:15        0.01577     2.000 4.361e-08
2022-01-12/04:07:15        0.01577     5.000 4.444e-08
2022-01-12/04:07:15        0.01577     8.000 4.556e-08
2022-01-12/04:07:15        0.01577     11.00 4.697e-08
2022-01-12/04:07:15        0.01577     14.00 4.876e-08
2022-01-12/04:07:15        0.01577     17.00 5.098e-08
2022-01-12/04:07:15        0.01577     20.00 5.368e-08
2022-01-12/04:07:15        0.01577     23.00 5.687e-08
2022-01-12/04:07:15        0.01577     26.00 6.038e-08
2022-01-12/04:07:15        0.01577     29.00 6.363e-08
2022-01-12/04:07:15        0.01577     32.00 6.772e-08
2022-01-12/04:07:15        0.01577     35.00 7.348e-08
2022-01-12/04:07:15        0.01577     38.00 8.152e-08
2022-01-12/04:07:15        0.01577     41.00 9.127e-08
2022-01-12/04:07:15        0.01577     44.00 9.397e-08
2022-01-12/04:07:15        0.01577     47.00 9.444e-08
2022-01-12/04:07:15        0.01577     50.00 9.269e-08
2022-01-12/04:07:15        0.01577     52.00 8.965e-08
2022-01-12/04:07:15        0.01577     54.00 8.600e-08
2022-01-12/04:07:15        0.01577     56.00 8.030e-08
2022-01-12/04:07:15        0.01577     58.00 6.882e-08
2022-01-12/04:07:15        0.01577     60.00 4.587e-08
2022-01-12/04:07:15        0.01577     62.00 4.309e-08
2022-01-12/04:07:15        0.01577     64.00 4.233e-08
2022-01-12/04:07:15        0.01577     66.00 4.101e-08
2022-01-12/04:07:15        0.01577     68.00 3.861e-08
2022-01-12/04:07:15        0.01577     70.00 2.920e-08
2022-01-12/04:07:15        0.01577     72.00 3.383e-08
2022-01-12/04:07:15        0.01577     74.00 4.866e-08
2022-01-12/04:07:15        0.01577     76.00 1.015e-07
2022-01-12/04:07:15        0.01577     78.00 1.020e-07
2022-01-12/04:07:15        0.01577     80.00 1.363e-07
2022-01-12/04:07:15        0.01577     82.00 2.571e-07
2022-01-12/04:07:15        0.01577     84.00 6.898e-07
2022-01-12/04:07:15        0.01577     85.00 1.446e-06
2022-01-12/04:07:15        0.01577     86.00 3.185e-06
2022-01-12/04:07:15        0.01577     87.00 2.735e-06
2022-01-12/04:07:15        0.01577     88.00 3.799e-07
2022-01-12/04:07:15        0.01577     89.00 1.553e-09
2022-01-12/04:07:15        0.01577     89.50     0.000
2022-01-12/04:07:15        0.01862     2.000 3.726e-08
2022-01-12/04:07:15        0.01862     5.000 3.791e-08
2022-01-12/04:07:15        0.01862     8.000 3.876e-08
2022-01-12/04:07:15        0.01862     11.00 3.982e-08
2022-01-12/04:07:15        0.01862     14.00 4.112e-08
2022-01-12/04:07:15        0.01862     17.00 4.273e-08
2022-01-12/04:07:15        0.01862     20.00 4.471e-08
2022-01-12/04:07:15        0.01862     23.00 4.715e-08
2022-01-12/04:07:15        0.01862     26.00 5.016e-08
2022-01-12/04:07:15        0.01862     29.00 5.388e-08
2022-01-12/04:07:15        0.01862     32.00 5.832e-08
2022-01-12/04:07:15        0.01862     35.00 6.306e-08
2022-01-12/04:07:15        0.01862     38.00 6.767e-08
2022-01-12/04:07:15        0.01862     41.00 7.430e-08
2022-01-12/04:07:15        0.01862     44.00 8.429e-08
2022-01-12/04:07:15        0.01862     47.00 9.473e-08
2022-01-12/04:07:15        0.01862     50.00 9.559e-08
2022-01-12/04:07:15        0.01862     52.00 9.546e-08
2022-01-12/04:07:15        0.01862     54.00 9.309e-08
2022-01-12/04:07:15        0.01862     56.00 8.867e-08
2022-01-12/04:07:15        0.01862     58.00 8.395e-08
2022-01-12/04:07:15        0.01862     60.00 7.500e-08
2022-01-12/04:07:15        0.01862     62.00 5.483e-08
2022-01-12/04:07:15        0.01862     64.00 4.213e-08
2022-01-12/04:07:15        0.01862     66.00 4.179e-08
2022-01-12/04:07:15        0.01862     68.00 4.108e-08
2022-01-12/04:07:15        0.01862     70.00 4.090e-08
2022-01-12/04:07:15        0.01862     72.00 3.026e-08
2022-01-12/04:07:15        0.01862     74.00 4.244e-08
2022-01-12/04:07:15        0.01862     76.00 6.791e-08
2022-01-12/04:07:15        0.01862     78.00 1.197e-07
2022-01-12/04:07:15        0.01862     80.00 1.285e-07
2022-01-12/04:07:15        0.01862     82.00 2.356e-07
2022-01-12/04:07:15        0.01862     84.00 6.082e-07
2022-01-12/04:07:15        0.01862     85.00 1.214e-06
2022-01-12/04:07:15        0.01862     86.00 2.993e-06
2022-01-12/04:07:15        0.01862     87.00 4.099e-06
2022-01-12/04:07:15        0.01862     88.00 5.246e-07
2022-01-12/04:07:15        0.01862     89.00 1.182e-09
2022-01-12/04:07:15        0.01862     89.50     0.000
2022-01-12/04:07:15        0.02198     2.000 3.260e-08
2022-01-12/04:07:15        0.02198     5.000 3.316e-08
2022-01-12/04:07:15        0.02198     8.000 3.387e-08
2022-01-12/04:07:15        0.02198     11.00 3.476e-08
2022-01-12/04:07:15        0.02198     14.00 3.582e-08
2022-01-12/04:07:15        0.02198     17.00 3.708e-08
2022-01-12/04:07:15        0.02198     20.00 3.858e-08
2022-01-12/04:07:15        0.02198     23.00 4.034e-08
2022-01-12/04:07:15        0.02198     26.00 4.246e-08
2022-01-12/04:07:15        0.02198     29.00 4.507e-08
2022-01-12/04:07:15        0.02198     32.00 4.837e-08
2022-01-12/04:07:15        0.02198     35.00 5.256e-08
2022-01-12/04:07:15        0.02198     38.00 5.785e-08
2022-01-12/04:07:15        0.02198     41.00 6.377e-08
2022-01-12/04:07:15        0.02198     44.00 6.938e-08
2022-01-12/04:07:15        0.02198     47.00 7.808e-08
2022-01-12/04:07:15        0.02198     50.00 9.130e-08
2022-01-12/04:07:15        0.02198     52.00 9.568e-08
2022-01-12/04:07:15        0.02198     54.00 9.584e-08
2022-01-12/04:07:15        0.02198     56.00 9.525e-08
2022-01-12/04:07:15        0.02198     58.00 9.099e-08
2022-01-12/04:07:15        0.02198     60.00 8.518e-08
2022-01-12/04:07:15        0.02198     62.00 7.778e-08
2022-01-12/04:07:15        0.02198     64.00 6.139e-08
2022-01-12/04:07:15        0.02198     66.00 4.118e-08
2022-01-12/04:07:15        0.02198     68.00 4.138e-08
2022-01-12/04:07:15        0.02198     70.00 4.319e-08
2022-01-12/04:07:15        0.02198     72.00 4.223e-08
2022-01-12/04:07:15        0.02198     74.00 3.708e-08
2022-01-12/04:07:15        0.02198     76.00 5.955e-08
2022-01-12/04:07:15        0.02198     78.00 1.163e-07
2022-01-12/04:07:15        0.02198     80.00 1.331e-07
2022-01-12/04:07:15        0.02198     82.00 2.169e-07
2022-01-12/04:07:15        0.02198     84.00 5.454e-07
2022-01-12/04:07:15        0.02198     85.00 1.045e-06
2022-01-12/04:07:15        0.02198     86.00 2.637e-06
2022-01-12/04:07:15        0.02198     87.00 5.151e-06
2022-01-12/04:07:15        0.02198     88.00 8.320e-07
2022-01-12/04:07:15        0.02198     89.00 1.086e-09
2022-01-12/04:07:15        0.02198     89.50     0.000
2022-01-12/04:07:15        0.02595     2.000 2.830e-08
2022-01-12/04:07:15        0.02595     5.000 2.887e-08
2022-01-12/04:07:15        0.02595     8.000 2.963e-08
2022-01-12/04:07:15        0.02595     11.00 3.053e-08
2022-01-12/04:07:15        0.02595     14.00 3.147e-08
2022-01-12/04:07:15        0.02595     17.00 3.256e-08
2022-01-12/04:07:15        0.02595     20.00 3.383e-08
2022-01-12/04:07:15        0.02595     23.00 3.533e-08
2022-01-12/04:07:15        0.02595     26.00 3.706e-08
2022-01-12/04:07:15        0.02595     29.00 3.908e-08
2022-01-12/04:07:15        0.02595     32.00 4.146e-08
2022-01-12/04:07:15        0.02595     35.00 4.432e-08
2022-01-12/04:07:15        0.02595     38.00 4.803e-08
2022-01-12/04:07:15        0.02595     41.00 5.290e-08
2022-01-12/04:07:15        0.02595     44.00 5.924e-08
2022-01-12/04:07:15        0.02595     47.00 6.597e-08
2022-01-12/04:07:15        0.02595     50.00 7.342e-08
2022-01-12/04:07:15        0.02595     52.00 8.114e-08
2022-01-12/04:07:15        0.02595     54.00 9.159e-08
2022-01-12/04:07:15        0.02595     56.00 9.531e-08
2022-01-12/04:07:15        0.02595     58.00 9.481e-08
2022-01-12/04:07:15        0.02595     60.00 9.179e-08
2022-01-12/04:07:15        0.02595     62.00 8.544e-08
2022-01-12/04:07:15        0.02595     64.00 7.853e-08
2022-01-12/04:07:15        0.02595     66.00 6.479e-08
2022-01-12/04:07:15        0.02595     68.00 4.082e-08
2022-01-12/04:07:15        0.02595     70.00 4.286e-08
2022-01-12/04:07:15        0.02595     72.00 4.550e-08
2022-01-12/04:07:15        0.02595     74.00 4.578e-08
2022-01-12/04:07:15        0.02595     76.00 5.070e-08
2022-01-12/04:07:15        0.02595     78.00 9.113e-08
2022-01-12/04:07:15        0.02595     80.00 1.537e-07
2022-01-12/04:07:15        0.02595     82.00 2.015e-07
2022-01-12/04:07:15        0.02595     84.00 4.900e-07
2022-01-12/04:07:15        0.02595     85.00 9.167e-07
2022-01-12/04:07:15        0.02595     86.00 2.220e-06
2022-01-12/04:07:15        0.02595     87.00 5.632e-06
2022-01-12/04:07:15        0.02595     88.00 1.497e-06
2022-01-12/04:07:15        0.02595     89.00 1.340e-09
2022-01-12/04:07:15        0.02595     89.50     0.000
2022-01-12/04:07:15        0.03000     2.000 2.340e-08
2022-01-12/04:07:15        0.03000     5.000 2.389e-08
2022-01-12/04:07:15        0.03000     8.000 2.457e-08
2022-01-12/04:07:15        0.03000     11.00 2.546e-08
2022-01-12/04:07:15        0.03000     14.00 2.659e-08
2022-01-12/04:07:15        0.03000     17.00 2.798e-08
2022-01-12/04:07:15        0.03000     20.00 2.963e-08
2022-01-12/04:07:15        0.03000     23.00 3.148e-08
2022-01-12/04:07:15        0.03000     26.00 3.314e-08
2022-01-12/04:07:15        0.03000     29.00 3.486e-08
2022-01-12/04:07:15        0.03000     32.00 3.690e-08
2022-01-12/04:07:15        0.03000     35.00 3.927e-08
2022-01-12/04:07:15        0.03000     38.00 4.208e-08
2022-01-12/04:07:15        0.03000     41.00 4.553e-08
2022-01-12/04:07:15        0.03000     44.00 5.016e-08
2022-01-12/04:07:15        0.03000     47.00 5.651e-08
2022-01-12/04:07:15        0.03000     50.00 6.421e-08
2022-01-12/04:07:15        0.03000     52.00 6.854e-08
2022-01-12/04:07:15        0.03000     54.00 7.468e-08
2022-01-12/04:07:15        0.03000     56.00 8.444e-08
2022-01-12/04:07:15        0.03000     58.00 9.373e-08
2022-01-12/04:07:15        0.03000     60.00 9.342e-08
2022-01-12/04:07:15        0.03000     62.00 9.051e-08
2022-01-12/04:07:15        0.03000     64.00 8.414e-08
2022-01-12/04:07:15        0.03000     66.00 7.687e-08
2022-01-12/04:07:15        0.03000     68.00 6.204e-08
2022-01-12/04:07:15        0.03000     70.00 4.034e-08
2022-01-12/04:07:15        0.03000     72.00 4.452e-08
2022-01-12/04:07:15        0.03000     74.00 4.799e-08
2022-01-12/04:07:15        0.03000     76.00 4.716e-08
2022-01-12/04:07:15        0.03000     78.00 7.636e-08
2022-01-12/04:07:15        0.03000     80.00 1.686e-07
2022-01-12/04:07:15        0.03000     82.00 1.915e-07
2022-01-12/04:07:15        0.03000     84.00 4.486e-07
2022-01-12/04:07:15        0.03000     85.00 8.305e-07
2022-01-12/04:07:15        0.03000     86.00 1.912e-06
2022-01-12/04:07:15        0.03000     87.00 5.696e-06
2022-01-12/04:07:15        0.03000     88.00 2.704e-06
2022-01-12/04:07:15        0.03000     89.00 1.176e-09
2022-01-12/04:07:15        0.03000     89.50     0.000
2022-01-12/04:07:15        0.03542     2.000 1.910e-08
2022-01-12/04:07:15        0.03542     5.000 1.948e-08
2022-01-12/04:07:15        0.03542     8.000 2.001e-08
2022-01-12/04:07:15        0.03542     11.00 2.069e-08
2022-01-12/04:07:15        0.03542     14.00 2.154e-08
2022-01-12/04:07:15        0.03542     17.00 2.261e-08
2022-01-12/04:07:15        0.03542     20.00 2.391e-08
2022-01-12/04:07:15        0.03542     23.00 2.552e-08
2022-01-12/04:07:15        0.03542     26.00 2.746e-08
2022-01-12/04:07:15        0.03542     29.00 2.979e-08
2022-01-12/04:07:15        0.03542     32.00 3.238e-08
2022-01-12/04:07:15        0.03542     35.00 3.449e-08
2022-01-12/04:07:15        0.03542     38.00 3.677e-08
2022-01-12/04:07:15        0.03542     41.00 3.955e-08
2022-01-12/04:07:15        0.03542     44.00 4.291e-08
2022-01-12/04:07:15        0.03542     47.00 4.713e-08
2022-01-12/04:07:15        0.03542     50.00 5.292e-08
2022-01-12/04:07:15        0.03542     52.00 5.774e-08
2022-01-12/04:07:15        0.03542     54.00 6.328e-08
2022-01-12/04:07:15        0.03542     56.00 6.796e-08
2022-01-12/04:07:15        0.03542     58.00 7.528e-08
2022-01-12/04:07:15        0.03542     60.00 8.715e-08
2022-01-12/04:07:15        0.03542     62.00 9.069e-08
2022-01-12/04:07:15        0.03542     64.00 8.880e-08
2022-01-12/04:07:15        0.03542     66.00 8.301e-08
2022-01-12/04:07:15        0.03542     68.00 7.531e-08
2022-01-12/04:07:15        0.03542     70.00 5.936e-08
2022-01-12/04:07:15        0.03542     72.00 4.195e-08
2022-01-12/04:07:15        0.03542     74.00 4.831e-08
2022-01-12/04:07:15        0.03542     76.00 5.509e-08
2022-01-12/04:07:15        0.03542     78.00 6.460e-08
2022-01-12/04:07:15        0.03542     80.00 1.357e-07
2022-01-12/04:07:15        0.03542     82.00 1.979e-07
2022-01-12/04:07:15        0.03542     84.00 4.103e-07
2022-01-12/04:07:15        0.03542     85.00 7.467e-07
2022-01-12/04:07:15        0.03542     86.00 1.650e-06
2022-01-12/04:07:15        0.03542     87.00 5.292e-06
2022-01-12/04:07:15        0.03542     88.00 5.154e-06
2022-01-12/04:07:15        0.03542     89.00 1.007e-09
2022-01-12/04:07:15        0.03542     89.50 1.249e-10
2022-01-12/04:07:15        0.04181     2.000 1.595e-08
2022-01-12/04:07:15        0.04181     5.000 1.626e-08
2022-01-12/04:07:15        0.04181     8.000 1.669e-08
2022-01-12/04:07:15        0.04181     11.00 1.725e-08
2022-01-12/04:07:15        0.04181     14.00 1.793e-08
2022-01-12/04:07:15        0.04181     17.00 1.878e-08
2022-01-12/04:07:15        0.04181     20.00 1.978e-08
2022-01-12/04:07:15        0.04181     23.00 2.099e-08
2022-01-12/04:07:15        0.04181     26.00 2.243e-08
2022-01-12/04:07:15        0.04181     29.00 2.419e-08
2022-01-12/04:07:15        0.04181     32.00 2.636e-08
2022-01-12/04:07:15        0.04181     35.00 2.901e-08
2022-01-12/04:07:15        0.04181     38.00 3.214e-08
2022-01-12/04:07:15        0.04181     41.00 3.479e-08
2022-01-12/04:07:15        0.04181     44.00 3.739e-08
2022-01-12/04:07:15        0.04181     47.00 4.076e-08
2022-01-12/04:07:15        0.04181     50.00 4.472e-08
2022-01-12/04:07:15        0.04181     52.00 4.761e-08
2022-01-12/04:07:15        0.04181     54.00 5.188e-08
2022-01-12/04:07:15        0.04181     56.00 5.706e-08
2022-01-12/04:07:15        0.04181     58.00 6.235e-08
2022-01-12/04:07:15        0.04181     60.00 6.782e-08
2022-01-12/04:07:15        0.04181     62.00 7.816e-08
2022-01-12/04:07:15        0.04181     64.00 8.736e-08
2022-01-12/04:07:15        0.04181     66.00 8.596e-08
2022-01-12/04:07:15        0.04181     68.00 8.041e-08
2022-01-12/04:07:15        0.04181     70.00 6.980e-08
2022-01-12/04:07:15        0.04181     72.00 5.581e-08
2022-01-12/04:07:15        0.04181     74.00 4.559e-08
2022-01-12/04:07:15        0.04181     76.00 6.399e-08
2022-01-12/04:07:15        0.04181     78.00 6.519e-08
2022-01-12/04:07:15        0.04181     80.00 1.088e-07
2022-01-12/04:07:15        0.04181     82.00 2.238e-07
2022-01-12/04:07:15        0.04181     84.00 3.779e-07
2022-01-12/04:07:15        0.04181     85.00 6.747e-07
2022-01-12/04:07:15        0.04181     86.00 1.450e-06
2022-01-12/04:07:15        0.04181     87.00 4.634e-06
2022-01-12/04:07:15        0.04181     88.00 7.939e-06
2022-01-12/04:07:15        0.04181     89.00 2.360e-08
2022-01-12/04:07:15        0.04181     89.50 5.254e-10
2022-01-12/04:07:15        0.04936     2.000 1.694e-08
2022-01-12/04:07:15        0.04936     5.000 1.705e-08
2022-01-12/04:07:15        0.04936     8.000 1.705e-08
2022-01-12/04:07:15        0.04936     11.00 1.694e-08
2022-01-12/04:07:15        0.04936     14.00 1.674e-08
2022-01-12/04:07:15        0.04936     17.00 1.649e-08
2022-01-12/04:07:15        0.04936     20.00 1.665e-08
2022-01-12/04:07:15        0.04936     23.00 1.766e-08
2022-01-12/04:07:15        0.04936     26.00 1.884e-08
2022-01-12/04:07:15        0.04936     29.00 2.024e-08
2022-01-12/04:07:15        0.04936     32.00 2.187e-08
2022-01-12/04:07:15        0.04936     35.00 2.376e-08
2022-01-12/04:07:15        0.04936     38.00 2.619e-08
2022-01-12/04:07:15        0.04936     41.00 2.928e-08
2022-01-12/04:07:15        0.04936     44.00 3.299e-08
2022-01-12/04:07:15        0.04936     47.00 3.560e-08
