                    time         Energy    pitch_angle            Daa
2022-01-12/04:07:15        0.04936     50.00 3.878e-08
2022-01-12/04:07:15        0.04936     52.00 4.105e-08
2022-01-12/04:07:15        0.04936     54.00 4.364e-08
2022-01-12/04:07:15        0.04936     56.00 4.662e-08
2022-01-12/04:07:15        0.04936     58.00 5.106e-08
2022-01-12/04:07:15        0.04936     60.00 5.687e-08
2022-01-12/04:07:15        0.04936     62.00 6.187e-08
2022-01-12/04:07:15        0.04936     64.00 7.045e-08
2022-01-12/04:07:15        0.04936     66.00 8.327e-08
2022-01-12/04:07:15        0.04936     68.00 8.198e-08
2022-01-12/04:07:15        0.04936     70.00 7.235e-08
2022-01-12/04:07:15        0.04936     72.00 6.552e-08
2022-01-12/04:07:15        0.04936     74.00 4.995e-08
2022-01-12/04:07:15        0.04936     76.00 5.224e-08
2022-01-12/04:07:15        0.04936     78.00 6.741e-08
2022-01-12/04:07:15        0.04936     80.00 9.336e-08
2022-01-12/04:07:15        0.04936     82.00 2.423e-07
2022-01-12/04:07:15        0.04936     84.00 3.506e-07
2022-01-12/04:07:15        0.04936     85.00 6.121e-07
2022-01-12/04:07:15        0.04936     86.00 1.297e-06
2022-01-12/04:07:15        0.04936     87.00 3.925e-06
2022-01-12/04:07:15        0.04936     88.00 1.063e-05
2022-01-12/04:07:15        0.04936     89.00 3.625e-07
2022-01-12/04:07:15        0.04936     89.50 5.173e-10
2022-01-12/04:07:15        0.05827     2.000 1.924e-08
2022-01-12/04:07:15        0.05827     5.000 1.946e-08
2022-01-12/04:07:15        0.05827     8.000 1.966e-08
2022-01-12/04:07:15        0.05827     11.00 1.983e-08
2022-01-12/04:07:15        0.05827     14.00 1.994e-08
2022-01-12/04:07:15        0.05827     17.00 1.994e-08
2022-01-12/04:07:15        0.05827     20.00 1.977e-08
2022-01-12/04:07:15        0.05827     23.00 1.936e-08
2022-01-12/04:07:15        0.05827     26.00 1.866e-08
2022-01-12/04:07:15        0.05827     29.00 1.784e-08
2022-01-12/04:07:15        0.05827     32.00 1.853e-08
2022-01-12/04:07:15        0.05827     35.00 2.013e-08
2022-01-12/04:07:15        0.05827     38.00 2.200e-08
2022-01-12/04:07:15        0.05827     41.00 2.415e-08
2022-01-12/04:07:15        0.05827     44.00 2.697e-08
2022-01-12/04:07:15        0.05827     47.00 3.074e-08
2022-01-12/04:07:15        0.05827     50.00 3.459e-08
2022-01-12/04:07:15        0.05827     52.00 3.557e-08
2022-01-12/04:07:15        0.05827     54.00 3.772e-08
2022-01-12/04:07:15        0.05827     56.00 4.000e-08
2022-01-12/04:07:15        0.05827     58.00 4.251e-08
2022-01-12/04:07:15        0.05827     60.00 4.582e-08
2022-01-12/04:07:15        0.05827     62.00 5.131e-08
2022-01-12/04:07:15        0.05827     64.00 5.687e-08
2022-01-12/04:07:15        0.05827     66.00 6.395e-08
2022-01-12/04:07:15        0.05827     68.00 7.809e-08
2022-01-12/04:07:15        0.05827     70.00 7.289e-08
2022-01-12/04:07:15        0.05827     72.00 6.699e-08
2022-01-12/04:07:15        0.05827     74.00 6.237e-08
2022-01-12/04:07:15        0.05827     76.00 4.723e-08
2022-01-12/04:07:15        0.05827     78.00 6.642e-08
2022-01-12/04:07:15        0.05827     80.00 9.021e-08
2022-01-12/04:07:15        0.05827     82.00 1.941e-07
2022-01-12/04:07:15        0.05827     84.00 3.307e-07
2022-01-12/04:07:15        0.05827     85.00 5.615e-07
2022-01-12/04:07:15        0.05827     86.00 1.171e-06
2022-01-12/04:07:15        0.05827     87.00 3.346e-06
2022-01-12/04:07:15        0.05827     88.00 1.232e-05
2022-01-12/04:07:15        0.05827     89.00 8.864e-07
2022-01-12/04:07:15        0.05827     89.50 6.696e-10
2022-01-12/04:07:15        0.06879     2.000 1.955e-08
2022-01-12/04:07:15        0.06879     5.000 1.983e-08
2022-01-12/04:07:15        0.06879     8.000 2.015e-08
2022-01-12/04:07:15        0.06879     11.00 2.049e-08
2022-01-12/04:07:15        0.06879     14.00 2.085e-08
2022-01-12/04:07:15        0.06879     17.00 2.122e-08
2022-01-12/04:07:15        0.06879     20.00 2.153e-08
2022-01-12/04:07:15        0.06879     23.00 2.175e-08
2022-01-12/04:07:15        0.06879     26.00 2.181e-08
2022-01-12/04:07:15        0.06879     29.00 2.162e-08
2022-01-12/04:07:15        0.06879     32.00 2.098e-08
2022-01-12/04:07:15        0.06879     35.00 1.975e-08
2022-01-12/04:07:15        0.06879     38.00 1.878e-08
2022-01-12/04:07:15        0.06879     41.00 2.066e-08
2022-01-12/04:07:15        0.06879     44.00 2.284e-08
2022-01-12/04:07:15        0.06879     47.00 2.536e-08
2022-01-12/04:07:15        0.06879     50.00 2.882e-08
2022-01-12/04:07:15        0.06879     52.00 3.150e-08
2022-01-12/04:07:15        0.06879     54.00 3.397e-08
2022-01-12/04:07:15        0.06879     56.00 3.470e-08
2022-01-12/04:07:15        0.06879     58.00 3.704e-08
2022-01-12/04:07:15        0.06879     60.00 3.905e-08
2022-01-12/04:07:15        0.06879     62.00 4.155e-08
2022-01-12/04:07:15        0.06879     64.00 4.641e-08
2022-01-12/04:07:15        0.06879     66.00 5.207e-08
2022-01-12/04:07:15        0.06879     68.00 5.781e-08
2022-01-12/04:07:15        0.06879     70.00 6.769e-08
2022-01-12/04:07:15        0.06879     72.00 6.674e-08
2022-01-12/04:07:15        0.06879     74.00 6.251e-08
2022-01-12/04:07:15        0.06879     76.00 6.201e-08
2022-01-12/04:07:15        0.06879     78.00 6.046e-08
2022-01-12/04:07:15        0.06879     80.00 8.654e-08
2022-01-12/04:07:15        0.06879     82.00 1.587e-07
2022-01-12/04:07:15        0.06879     84.00 3.376e-07
2022-01-12/04:07:15        0.06879     85.00 5.221e-07
2022-01-12/04:07:15        0.06879     86.00 1.061e-06
2022-01-12/04:07:15        0.06879     87.00 2.913e-06
2022-01-12/04:07:15        0.06879     88.00 1.270e-05
2022-01-12/04:07:15        0.06879     89.00 1.355e-06
2022-01-12/04:07:15        0.06879     89.50 6.626e-10
2022-01-12/04:07:15        0.08121     2.000 2.898e-08
2022-01-12/04:07:15        0.08121     5.000 2.877e-08
2022-01-12/04:07:15        0.08121     8.000 2.802e-08
2022-01-12/04:07:15        0.08121     11.00 2.669e-08
2022-01-12/04:07:15        0.08121     14.00 2.477e-08
2022-01-12/04:07:15        0.08121     17.00 2.246e-08
2022-01-12/04:07:15        0.08121     20.00 2.132e-08
2022-01-12/04:07:15        0.08121     23.00 2.190e-08
2022-01-12/04:07:15        0.08121     26.00 2.247e-08
2022-01-12/04:07:15        0.08121     29.00 2.295e-08
2022-01-12/04:07:15        0.08121     32.00 2.323e-08
2022-01-12/04:07:15        0.08121     35.00 2.316e-08
2022-01-12/04:07:15        0.08121     38.00 2.258e-08
2022-01-12/04:07:15        0.08121     41.00 2.112e-08
2022-01-12/04:07:15        0.08121     44.00 1.964e-08
2022-01-12/04:07:15        0.08121     47.00 2.189e-08
2022-01-12/04:07:15        0.08121     50.00 2.437e-08
2022-01-12/04:07:15        0.08121     52.00 2.619e-08
2022-01-12/04:07:15        0.08121     54.00 2.856e-08
2022-01-12/04:07:15        0.08121     56.00 3.130e-08
2022-01-12/04:07:15        0.08121     58.00 3.295e-08
2022-01-12/04:07:15        0.08121     60.00 3.376e-08
2022-01-12/04:07:15        0.08121     62.00 3.613e-08
2022-01-12/04:07:15        0.08121     64.00 3.868e-08
2022-01-12/04:07:15        0.08121     66.00 4.195e-08
2022-01-12/04:07:15        0.08121     68.00 4.762e-08
2022-01-12/04:07:15        0.08121     70.00 4.831e-08
2022-01-12/04:07:15        0.08121     72.00 6.248e-08
2022-01-12/04:07:15        0.08121     74.00 6.095e-08
2022-01-12/04:07:15        0.08121     76.00 6.065e-08
2022-01-12/04:07:15        0.08121     78.00 6.434e-08
2022-01-12/04:07:15        0.08121     80.00 8.298e-08
2022-01-12/04:07:15        0.08121     82.00 1.416e-07
2022-01-12/04:07:15        0.08121     84.00 3.641e-07
2022-01-12/04:07:15        0.08121     85.00 4.836e-07
2022-01-12/04:07:15        0.08121     86.00 9.648e-07
2022-01-12/04:07:15        0.08121     87.00 2.581e-06
2022-01-12/04:07:15        0.08121     88.00 1.247e-05
2022-01-12/04:07:15        0.08121     89.00 1.747e-06
2022-01-12/04:07:15        0.08121     89.50 9.367e-10
2022-01-12/04:07:15         0.1000     2.000 7.523e-08
2022-01-12/04:07:15         0.1000     5.000 7.325e-08
2022-01-12/04:07:15         0.1000     8.000 6.851e-08
2022-01-12/04:07:15         0.1000     11.00 6.109e-08
2022-01-12/04:07:15         0.1000     14.00 5.139e-08
2022-01-12/04:07:15         0.1000     17.00 4.269e-08
2022-01-12/04:07:15         0.1000     20.00 4.132e-08
2022-01-12/04:07:15         0.1000     23.00 3.894e-08
2022-01-12/04:07:15         0.1000     26.00 3.515e-08
2022-01-12/04:07:15         0.1000     29.00 2.972e-08
2022-01-12/04:07:15         0.1000     32.00 2.372e-08
2022-01-12/04:07:15         0.1000     35.00 2.373e-08
2022-01-12/04:07:15         0.1000     38.00 2.440e-08
2022-01-12/04:07:15         0.1000     41.00 2.461e-08
2022-01-12/04:07:15         0.1000     44.00 2.421e-08
2022-01-12/04:07:15         0.1000     47.00 2.272e-08
2022-01-12/04:07:15         0.1000     50.00 2.041e-08
2022-01-12/04:07:15         0.1000     52.00 2.230e-08
2022-01-12/04:07:15         0.1000     54.00 2.380e-08
2022-01-12/04:07:15         0.1000     56.00 2.505e-08
2022-01-12/04:07:15         0.1000     58.00 2.689e-08
2022-01-12/04:07:15         0.1000     60.00 2.950e-08
2022-01-12/04:07:15         0.1000     62.00 3.130e-08
2022-01-12/04:07:15         0.1000     64.00 3.232e-08
2022-01-12/04:07:15         0.1000     66.00 3.470e-08
2022-01-12/04:07:15         0.1000     68.00 3.621e-08
2022-01-12/04:07:15         0.1000     70.00 3.711e-08
2022-01-12/04:07:15         0.1000     72.00 4.033e-08
2022-01-12/04:07:15         0.1000     74.00 5.343e-08
2022-01-12/04:07:15         0.1000     76.00 5.601e-08
2022-01-12/04:07:15         0.1000     78.00 6.433e-08
2022-01-12/04:07:15         0.1000     80.00 7.851e-08
2022-01-12/04:07:15         0.1000     82.00 1.257e-07
2022-01-12/04:07:15         0.1000     84.00 3.520e-07
2022-01-12/04:07:15         0.1000     85.00 4.622e-07
2022-01-12/04:07:15         0.1000     86.00 8.708e-07
2022-01-12/04:07:15         0.1000     87.00 2.266e-06
2022-01-12/04:07:15         0.1000     88.00 1.122e-05
2022-01-12/04:07:15         0.1000     89.00 2.650e-06
2022-01-12/04:07:15         0.1000     89.50 8.687e-10
2022-01-12/04:07:15         0.1132     2.000 1.294e-07
2022-01-12/04:07:15         0.1132     5.000 1.293e-07
2022-01-12/04:07:15         0.1132     8.000 1.274e-07
2022-01-12/04:07:15         0.1132     11.00 1.233e-07
2022-01-12/04:07:15         0.1132     14.00 1.165e-07
2022-01-12/04:07:15         0.1132     17.00 1.060e-07
2022-01-12/04:07:15         0.1132     20.00 9.090e-08
2022-01-12/04:07:15         0.1132     23.00 7.079e-08
2022-01-12/04:07:15         0.1132     26.00 4.902e-08
2022-01-12/04:07:15         0.1132     29.00 4.358e-08
2022-01-12/04:07:15         0.1132     32.00 3.899e-08
2022-01-12/04:07:15         0.1132     35.00 3.186e-08
2022-01-12/04:07:15         0.1132     38.00 2.405e-08
2022-01-12/04:07:15         0.1132     41.00 2.475e-08
2022-01-12/04:07:15         0.1132     44.00 2.523e-08
2022-01-12/04:07:15         0.1132     47.00 2.494e-08
2022-01-12/04:07:15         0.1132     50.00 2.353e-08
2022-01-12/04:07:15         0.1132     52.00 2.197e-08
2022-01-12/04:07:15         0.1132     54.00 2.173e-08
2022-01-12/04:07:15         0.1132     56.00 2.367e-08
2022-01-12/04:07:15         0.1132     58.00 2.444e-08
2022-01-12/04:07:15         0.1132     60.00 2.566e-08
2022-01-12/04:07:15         0.1132     62.00 2.819e-08
2022-01-12/04:07:15         0.1132     64.00 3.070e-08
2022-01-12/04:07:15         0.1132     66.00 3.161e-08
2022-01-12/04:07:15         0.1132     68.00 3.314e-08
2022-01-12/04:07:15         0.1132     70.00 3.114e-08
2022-01-12/04:07:15         0.1132     72.00 3.441e-08
2022-01-12/04:07:15         0.1132     74.00 3.906e-08
2022-01-12/04:07:15         0.1132     76.00 5.087e-08
2022-01-12/04:07:15         0.1132     78.00 6.041e-08
2022-01-12/04:07:15         0.1132     80.00 8.243e-08
2022-01-12/04:07:15         0.1132     82.00 1.177e-07
2022-01-12/04:07:15         0.1132     84.00 3.076e-07
2022-01-12/04:07:15         0.1132     85.00 4.703e-07
2022-01-12/04:07:15         0.1132     86.00 8.242e-07
2022-01-12/04:07:15         0.1132     87.00 2.112e-06
2022-01-12/04:07:15         0.1132     88.00 1.011e-05
2022-01-12/04:07:15         0.1132     89.00 3.565e-06
2022-01-12/04:07:15         0.1132     89.50 7.862e-10
2022-01-12/04:07:15         0.1336     2.000 4.525e-07
2022-01-12/04:07:15         0.1336     5.000 4.435e-07
2022-01-12/04:07:15         0.1336     8.000 4.205e-07
2022-01-12/04:07:15         0.1336     11.00 3.819e-07
2022-01-12/04:07:15         0.1336     14.00 3.253e-07
2022-01-12/04:07:15         0.1336     17.00 2.516e-07
2022-01-12/04:07:15         0.1336     20.00 1.735e-07
2022-01-12/04:07:15         0.1336     23.00 1.536e-07
2022-01-12/04:07:15         0.1336     26.00 1.405e-07
2022-01-12/04:07:15         0.1336     29.00 1.197e-07
2022-01-12/04:07:15         0.1336     32.00 8.884e-08
2022-01-12/04:07:15         0.1336     35.00 5.267e-08
2022-01-12/04:07:15         0.1336     38.00 4.461e-08
2022-01-12/04:07:15         0.1336     41.00 3.615e-08
2022-01-12/04:07:15         0.1336     44.00 2.520e-08
2022-01-12/04:07:15         0.1336     47.00 2.567e-08
2022-01-12/04:07:15         0.1336     50.00 2.577e-08
2022-01-12/04:07:15         0.1336     52.00 2.581e-08
2022-01-12/04:07:15         0.1336     54.00 2.449e-08
2022-01-12/04:07:15         0.1336     56.00 2.209e-08
2022-01-12/04:07:15         0.1336     58.00 2.186e-08
2022-01-12/04:07:15         0.1336     60.00 2.298e-08
2022-01-12/04:07:15         0.1336     62.00 2.369e-08
2022-01-12/04:07:15         0.1336     64.00 2.583e-08
2022-01-12/04:07:15         0.1336     66.00 2.992e-08
2022-01-12/04:07:15         0.1336     68.00 3.007e-08
2022-01-12/04:07:15         0.1336     70.00 2.735e-08
2022-01-12/04:07:15         0.1336     72.00 2.735e-08
2022-01-12/04:07:15         0.1336     74.00 2.995e-08
2022-01-12/04:07:15         0.1336     76.00 3.727e-08
2022-01-12/04:07:15         0.1336     78.00 5.352e-08
2022-01-12/04:07:15         0.1336     80.00 7.783e-08
2022-01-12/04:07:15         0.1336     82.00 1.145e-07
2022-01-12/04:07:15         0.1336     84.00 2.590e-07
2022-01-12/04:07:15         0.1336     85.00 4.798e-07
2022-01-12/04:07:15         0.1336     86.00 7.637e-07
2022-01-12/04:07:15         0.1336     87.00 1.922e-06
2022-01-12/04:07:15         0.1336     88.00 8.764e-06
2022-01-12/04:07:15         0.1336     89.00 5.625e-06
2022-01-12/04:07:15         0.1336     89.50 7.095e-10
2022-01-12/04:07:15         0.1577     2.000 1.026e-06
2022-01-12/04:07:15         0.1577     5.000 1.006e-06
2022-01-12/04:07:15         0.1577     8.000 9.566e-07
2022-01-12/04:07:15         0.1577     11.00 8.775e-07
2022-01-12/04:07:15         0.1577     14.00 7.759e-07
2022-01-12/04:07:15         0.1577     17.00 7.064e-07
2022-01-12/04:07:15         0.1577     20.00 6.552e-07
2022-01-12/04:07:15         0.1577     23.00 5.762e-07
2022-01-12/04:07:15         0.1577     26.00 4.607e-07
2022-01-12/04:07:15         0.1577     29.00 3.060e-07
2022-01-12/04:07:15         0.1577     32.00 1.710e-07
2022-01-12/04:07:15         0.1577     35.00 1.517e-07
2022-01-12/04:07:15         0.1577     38.00 1.179e-07
2022-01-12/04:07:15         0.1577     41.00 6.826e-08
2022-01-12/04:07:15         0.1577     44.00 4.700e-08
2022-01-12/04:07:15         0.1577     47.00 3.593e-08
2022-01-12/04:07:15         0.1577     50.00 2.553e-08
2022-01-12/04:07:15         0.1577     52.00 2.661e-08
2022-01-12/04:07:15         0.1577     54.00 2.655e-08
2022-01-12/04:07:15         0.1577     56.00 2.572e-08
2022-01-12/04:07:15         0.1577     58.00 2.392e-08
2022-01-12/04:07:15         0.1577     60.00 2.079e-08
2022-01-12/04:07:15         0.1577     62.00 2.152e-08
2022-01-12/04:07:15         0.1577     64.00 2.229e-08
2022-01-12/04:07:15         0.1577     66.00 2.420e-08
2022-01-12/04:07:15         0.1577     68.00 2.879e-08
2022-01-12/04:07:15         0.1577     70.00 2.580e-08
2022-01-12/04:07:15         0.1577     72.00 2.384e-08
2022-01-12/04:07:15         0.1577     74.00 2.409e-08
2022-01-12/04:07:15         0.1577     76.00 2.673e-08
2022-01-12/04:07:15         0.1577     78.00 4.311e-08
2022-01-12/04:07:15         0.1577     80.00 6.896e-08
2022-01-12/04:07:15         0.1577     82.00 1.166e-07
2022-01-12/04:07:15         0.1577     84.00 2.359e-07
2022-01-12/04:07:15         0.1577     85.00 4.435e-07
2022-01-12/04:07:15         0.1577     86.00 7.138e-07
2022-01-12/04:07:15         0.1577     87.00 1.760e-06
2022-01-12/04:07:15         0.1577     88.00 7.607e-06
2022-01-12/04:07:15         0.1577     89.00 8.982e-06
2022-01-12/04:07:15         0.1577     89.50 7.458e-10
2022-01-12/04:07:15         0.1862     2.000 1.839e-06
2022-01-12/04:07:15         0.1862     5.000 1.824e-06
2022-01-12/04:07:15         0.1862     8.000 1.785e-06
2022-01-12/04:07:15         0.1862     11.00 1.755e-06
2022-01-12/04:07:15         0.1862     14.00 1.709e-06
2022-01-12/04:07:15         0.1862     17.00 1.630e-06
2022-01-12/04:07:15         0.1862     20.00 1.506e-06
2022-01-12/04:07:15         0.1862     23.00 1.320e-06
2022-01-12/04:07:15         0.1862     26.00 1.062e-06
2022-01-12/04:07:15         0.1862     29.00 7.924e-07
2022-01-12/04:07:15         0.1862     32.00 6.852e-07
2022-01-12/04:07:15         0.1862     35.00 5.141e-07
2022-01-12/04:07:15         0.1862     38.00 2.762e-07
2022-01-12/04:07:15         0.1862     41.00 1.684e-07
2022-01-12/04:07:15         0.1862     44.00 1.284e-07
2022-01-12/04:07:15         0.1862     47.00 6.508e-08
2022-01-12/04:07:15         0.1862     50.00 4.531e-08
2022-01-12/04:07:15         0.1862     52.00 3.574e-08
2022-01-12/04:07:15         0.1862     54.00 2.612e-08
2022-01-12/04:07:15         0.1862     56.00 2.664e-08
2022-01-12/04:07:15         0.1862     58.00 2.624e-08
2022-01-12/04:07:15         0.1862     60.00 2.478e-08
2022-01-12/04:07:15         0.1862     62.00 2.181e-08
2022-01-12/04:07:15         0.1862     64.00 2.002e-08
2022-01-12/04:07:15         0.1862     66.00 2.135e-08
2022-01-12/04:07:15         0.1862     68.00 2.324e-08
2022-01-12/04:07:15         0.1862     70.00 2.558e-08
2022-01-12/04:07:15         0.1862     72.00 2.343e-08
2022-01-12/04:07:15         0.1862     74.00 2.010e-08
2022-01-12/04:07:15         0.1862     76.00 2.122e-08
2022-01-12/04:07:15         0.1862     78.00 2.780e-08
2022-01-12/04:07:15         0.1862     80.00 5.941e-08
