Time                       energy      ratio
2022-01-12/00:51:15          421.5     0.000
2022-01-12/00:51:15          504.2     0.000
2022-01-12/00:51:15          605.4     0.000
2022-01-12/00:51:15          731.8     0.000
2022-01-12/00:51:15          972.3     0.000
2022-01-12/00:51:45        0.03075     0.000
2022-01-12/00:51:45        0.03242     0.000
2022-01-12/00:51:45        0.04127     0.000
2022-01-12/00:51:45        0.05200     0.000
2022-01-12/00:51:45        0.06481     0.000
2022-01-12/00:51:45        0.08088     0.000
2022-01-12/00:51:45         0.1005     0.000
2022-01-12/00:51:45         0.1256     0.000
2022-01-12/00:51:45         0.1565     0.000
2022-01-12/00:51:45         0.1950  0.003376
2022-01-12/00:51:45         0.2432   0.01477
2022-01-12/00:51:45         0.3030   0.03320
2022-01-12/00:51:45         0.3776   0.04790
2022-01-12/00:51:45         0.4700   0.06188
2022-01-12/00:51:45         0.5855    0.1026
2022-01-12/00:51:45         0.7291    0.1174
2022-01-12/00:51:45         0.9078    0.1154
2022-01-12/00:51:45          1.129    0.1067
2022-01-12/00:51:45          1.406   0.09404
2022-01-12/00:51:45          1.751   0.08004
2022-01-12/00:51:45          2.180    0.2929
2022-01-12/00:51:45          2.715    0.4164
2022-01-12/00:51:45          3.375    0.3852
2022-01-12/00:51:45          4.202    0.3328
2022-01-12/00:51:45          5.232    0.2716
2022-01-12/00:51:45          6.521    0.2116
2022-01-12/00:51:45          8.126    0.1620
2022-01-12/00:51:45          10.11    0.1218
2022-01-12/00:51:45          12.59    0.1158
2022-01-12/00:51:45          15.68   0.09399
2022-01-12/00:51:45          19.53   0.07708
2022-01-12/00:51:45          24.32   0.06184
2022-01-12/00:51:45          39.23   0.03673
2022-01-12/00:51:45          46.73   0.03044
2022-01-12/00:51:45          56.30   0.02468
2022-01-12/00:51:45          67.84   0.01987
2022-01-12/00:51:45          81.77   0.01611
2022-01-12/00:51:45          98.36   0.01474
2022-01-12/00:51:45          118.6   0.01252
2022-01-12/00:51:45          142.9   0.01045
2022-01-12/00:51:45          171.8  0.008628
2022-01-12/00:51:45          206.7  0.007045
2022-01-12/00:51:45          247.6  0.005865
2022-01-12/00:51:45          295.9  0.005450
2022-01-12/00:51:45          353.2  0.004930
2022-01-12/00:51:45          421.5  0.004338
2022-01-12/00:51:45          504.2  0.003864
2022-01-12/00:51:45          605.4  0.003435
2022-01-12/00:51:45          731.8  0.003076
2022-01-12/00:51:45          972.3     0.000
2022-01-12/00:52:15        0.03075     0.000
2022-01-12/00:52:15        0.03242     0.000
2022-01-12/00:52:15        0.04127     0.000
2022-01-12/00:52:15        0.05200     0.000
2022-01-12/00:52:15        0.06481     0.000
2022-01-12/00:52:15        0.08088     0.000
2022-01-12/00:52:15         0.1005     0.000
2022-01-12/00:52:15         0.1256     0.000
2022-01-12/00:52:15         0.1565     0.000
2022-01-12/00:52:15         0.1950     0.000
2022-01-12/00:52:15         0.2432     0.000
2022-01-12/00:52:15         0.3030     0.000
2022-01-12/00:52:15         0.3776     0.000
2022-01-12/00:52:15         0.4700     0.000
2022-01-12/00:52:15         0.5855     0.000
2022-01-12/00:52:15         0.7291     0.000
2022-01-12/00:52:15         0.9078     0.000
2022-01-12/00:52:15          1.129     0.000
2022-01-12/00:52:15          1.406     0.000
2022-01-12/00:52:15          1.751     0.000
2022-01-12/00:52:15          2.180     0.000
2022-01-12/00:52:15          2.715     0.000
2022-01-12/00:52:15          3.375     0.000
2022-01-12/00:52:15          4.202     0.000
2022-01-12/00:52:15          5.232     0.000
2022-01-12/00:52:15          6.521     0.000
2022-01-12/00:52:15          8.126     0.000
2022-01-12/00:52:15          10.11     0.000
2022-01-12/00:52:15          12.59     0.000
2022-01-12/00:52:15          15.68     0.000
2022-01-12/00:52:15          19.53     0.000
2022-01-12/00:52:15          24.32     0.000
2022-01-12/00:52:15          39.23     0.000
2022-01-12/00:52:15          46.73     0.000
2022-01-12/00:52:15          56.30     0.000
2022-01-12/00:52:15          67.84     0.000
2022-01-12/00:52:15          81.77     0.000
2022-01-12/00:52:15          98.36     0.000
2022-01-12/00:52:15          118.6     0.000
2022-01-12/00:52:15          142.9     0.000
2022-01-12/00:52:15          171.8     0.000
2022-01-12/00:52:15          206.7     0.000
2022-01-12/00:52:15          247.6     0.000
2022-01-12/00:52:15          295.9     0.000
2022-01-12/00:52:15          353.2     0.000
2022-01-12/00:52:15          421.5     0.000
2022-01-12/00:52:15          504.2     0.000
2022-01-12/00:52:15          605.4     0.000
2022-01-12/00:52:15          731.8     0.000
2022-01-12/00:52:15          972.3     0.000
2022-01-12/00:52:45        0.03075     0.000
2022-01-12/00:52:45        0.03242     0.000
2022-01-12/00:52:45        0.04127     0.000
2022-01-12/00:52:45        0.05200     0.000
2022-01-12/00:52:45        0.06481     0.000
2022-01-12/00:52:45        0.08088     0.000
2022-01-12/00:52:45         0.1005     0.000
2022-01-12/00:52:45         0.1256     0.000
2022-01-12/00:52:45         0.1565     0.000
2022-01-12/00:52:45         0.1950     0.000
2022-01-12/00:52:45         0.2432   0.01525
2022-01-12/00:52:45         0.3030   0.03845
2022-01-12/00:52:45         0.3776   0.05835
2022-01-12/00:52:45         0.4700    0.1891
2022-01-12/00:52:45         0.5855    0.4884
2022-01-12/00:52:45         0.7291    0.5613
2022-01-12/00:52:45         0.9078    0.5564
2022-01-12/00:52:45          1.129    0.5232
2022-01-12/00:52:45          1.406    0.4689
2022-01-12/00:52:45          1.751    0.4018
2022-01-12/00:52:45          2.180    0.5048
2022-01-12/00:52:45          2.715    0.6083
2022-01-12/00:52:45          3.375    0.5641
2022-01-12/00:52:45          4.202    0.4983
2022-01-12/00:52:45          5.232    0.4312
2022-01-12/00:52:45          6.521    0.3664
2022-01-12/00:52:45          8.126    0.3817
2022-01-12/00:52:45          10.11    0.3436
2022-01-12/00:52:45          12.59    0.4208
2022-01-12/00:52:45          15.68    0.3730
2022-01-12/00:52:45          19.53    0.3351
2022-01-12/00:52:45          24.32    0.2836
2022-01-12/00:52:45          39.23    0.1876
2022-01-12/00:52:45          46.73    0.1603
2022-01-12/00:52:45          56.30    0.1324
2022-01-12/00:52:45          67.84    0.1063
2022-01-12/00:52:45          81.77   0.08292
2022-01-12/00:52:45          98.36   0.06659
2022-01-12/00:52:45          118.6   0.05441
2022-01-12/00:52:45          142.9   0.04600
2022-01-12/00:52:45          171.8   0.03969
2022-01-12/00:52:45          206.7   0.03403
2022-01-12/00:52:45          247.6   0.02970
2022-01-12/00:52:45          295.9   0.02584
2022-01-12/00:52:45          353.2   0.02262
2022-01-12/00:52:45          421.5   0.01998
2022-01-12/00:52:45          504.2   0.01779
2022-01-12/00:52:45          605.4   0.01574
2022-01-12/00:52:45          731.8   0.01377
2022-01-12/00:52:45          972.3   0.01119
2022-01-12/00:53:15        0.03075     0.000
2022-01-12/00:53:15        0.03242     0.000
2022-01-12/00:53:15        0.04127     0.000
2022-01-12/00:53:15        0.05200     0.000
2022-01-12/00:53:15        0.06481     0.000
2022-01-12/00:53:15        0.08088     0.000
2022-01-12/00:53:15         0.1005     0.000
2022-01-12/00:53:15         0.1256     0.000
2022-01-12/00:53:15         0.1565     0.000
2022-01-12/00:53:15         0.1950     0.000
2022-01-12/00:53:15         0.2432   0.02039
2022-01-12/00:53:15         0.3030   0.05141
2022-01-12/00:53:15         0.3776   0.07795
2022-01-12/00:53:15         0.4700   0.09925
2022-01-12/00:53:15         0.5855    0.1616
2022-01-12/00:53:15         0.7291    0.1832
2022-01-12/00:53:15         0.9078    0.1790
2022-01-12/00:53:15          1.129    0.1644
2022-01-12/00:53:15          1.406    0.1436
2022-01-12/00:53:15          1.751    0.1203
2022-01-12/00:53:15          2.180    0.2587
2022-01-12/00:53:15          2.715    0.3608
2022-01-12/00:53:15          3.375    0.3324
2022-01-12/00:53:15          4.202    0.2860
2022-01-12/00:53:15          5.232    0.2348
2022-01-12/00:53:15          6.521    0.2422
2022-01-12/00:53:15          8.126    0.3910
2022-01-12/00:53:15          10.11    0.3765
2022-01-12/00:53:15          12.59    0.4533
2022-01-12/00:53:15          15.68    0.4065
2022-01-12/00:53:15          19.53    0.3725
2022-01-12/00:53:15          24.32    0.3194
2022-01-12/00:53:15          39.23    0.2102
2022-01-12/00:53:15          46.73    0.1782
2022-01-12/00:53:15          56.30    0.1468
2022-01-12/00:53:15          67.84    0.1186
2022-01-12/00:53:15          81.77   0.09409
2022-01-12/00:53:15          98.36   0.07744
2022-01-12/00:53:15          118.6   0.06438
2022-01-12/00:53:15          142.9   0.05440
2022-01-12/00:53:15          171.8   0.04641
2022-01-12/00:53:15          206.7   0.03947
2022-01-12/00:53:15          247.6   0.03456
2022-01-12/00:53:15          295.9   0.03004
2022-01-12/00:53:15          353.2   0.02619
2022-01-12/00:53:15          421.5   0.02300
2022-01-12/00:53:15          504.2   0.02038
2022-01-12/00:53:15          605.4   0.01796
2022-01-12/00:53:15          731.8   0.01573
2022-01-12/00:53:15          972.3   0.01275
2022-01-12/00:53:45        0.03075     0.000
2022-01-12/00:53:45        0.03242     0.000
2022-01-12/00:53:45        0.04127     0.000
2022-01-12/00:53:45        0.05200     0.000
2022-01-12/00:53:45        0.06481     0.000
2022-01-12/00:53:45        0.08088     0.000
2022-01-12/00:53:45         0.1005     0.000
2022-01-12/00:53:45         0.1256     0.000
2022-01-12/00:53:45         0.1565     0.000
2022-01-12/00:53:45         0.1950     0.000
2022-01-12/00:53:45         0.2432   0.06067
2022-01-12/00:53:45         0.3030    0.1528
2022-01-12/00:53:45         0.3776    0.2293
2022-01-12/00:53:45         0.4700    0.3164
2022-01-12/00:53:45         0.5855    0.5598
2022-01-12/00:53:45         0.7291    0.6227
2022-01-12/00:53:45         0.9078    0.6152
2022-01-12/00:53:45          1.129    0.5806
2022-01-12/00:53:45          1.406    0.5244
2022-01-12/00:53:45          1.751    0.4536
2022-01-12/00:53:45          2.180    0.6996
2022-01-12/00:53:45          2.715    0.8142
2022-01-12/00:53:45          3.375    0.7851
2022-01-12/00:53:45          4.202    0.7288
2022-01-12/00:53:45          5.232    0.6484
2022-01-12/00:53:45          6.521    0.6109
2022-01-12/00:53:45          8.126    0.7480
2022-01-12/00:53:45          10.11    0.7299
2022-01-12/00:53:45          12.59    0.8314
2022-01-12/00:53:45          15.68    0.7945
2022-01-12/00:53:45          19.53    0.7576
2022-01-12/00:53:45          24.32    0.6926
2022-01-12/00:53:45          39.23    0.5154
2022-01-12/00:53:45          46.73    0.4513
2022-01-12/00:53:45          56.30    0.3813
2022-01-12/00:53:45          67.84    0.3123
2022-01-12/00:53:45          81.77    0.2485
2022-01-12/00:53:45          98.36    0.2053
2022-01-12/00:53:45          118.6    0.1700
2022-01-12/00:53:45          142.9    0.1438
2022-01-12/00:53:45          171.8    0.1233
2022-01-12/00:53:45          206.7    0.1054
2022-01-12/00:53:45          247.6   0.09214
2022-01-12/00:53:45          295.9   0.08085
2022-01-12/00:53:45          353.2   0.07102
2022-01-12/00:53:45          421.5   0.06268
2022-01-12/00:53:45          504.2   0.05587
2022-01-12/00:53:45          605.4   0.04948
2022-01-12/00:53:45          731.8   0.04345
2022-01-12/00:53:45          972.3   0.03548
2022-01-12/00:54:15        0.03075     0.000
2022-01-12/00:54:15        0.03242     0.000
2022-01-12/00:54:15        0.04127     0.000
2022-01-12/00:54:15        0.05200     0.000
2022-01-12/00:54:15        0.06481     0.000
2022-01-12/00:54:15        0.08088     0.000
2022-01-12/00:54:15         0.1005     0.000
2022-01-12/00:54:15         0.1256     0.000
2022-01-12/00:54:15         0.1565     0.000
2022-01-12/00:54:15         0.1950  0.003338
2022-01-12/00:54:15         0.2432   0.01928
2022-01-12/00:54:15         0.3030   0.04605
2022-01-12/00:54:15         0.3776   0.06834
2022-01-12/00:54:15         0.4700   0.09265
2022-01-12/00:54:15         0.5855    0.1700
2022-01-12/00:54:15         0.7291    0.1963
2022-01-12/00:54:15         0.9078    0.1929
2022-01-12/00:54:15          1.129    0.1780
2022-01-12/00:54:15          1.406    0.1560
2022-01-12/00:54:15          1.751    0.1313
2022-01-12/00:54:15          2.180    0.3582
2022-01-12/00:54:15          2.715    0.4948
2022-01-12/00:54:15          3.375    0.4598
2022-01-12/00:54:15          4.202    0.4002
2022-01-12/00:54:15          5.232    0.3337
2022-01-12/00:54:15          6.521    0.4589
2022-01-12/00:54:15          8.126    0.7423
2022-01-12/00:54:15          10.11    0.7330
2022-01-12/00:54:15          12.59    0.8155
2022-01-12/00:54:15          15.68    0.7767
2022-01-12/00:54:15          19.53    0.7408
2022-01-12/00:54:15          24.32    0.6757
2022-01-12/00:54:15          39.23    0.4972
2022-01-12/00:54:15          46.73    0.4333
2022-01-12/00:54:15          56.30    0.3652
2022-01-12/00:54:15          67.84    0.2996
2022-01-12/00:54:15          81.77    0.2399
2022-01-12/00:54:15          98.36    0.1983
2022-01-12/00:54:15          118.6    0.1651
2022-01-12/00:54:15          142.9    0.1399
2022-01-12/00:54:15          171.8    0.1199
2022-01-12/00:54:15          206.7    0.1025
2022-01-12/00:54:15          247.6   0.08985
2022-01-12/00:54:15          295.9   0.07838
2022-01-12/00:54:15          353.2   0.06853
2022-01-12/00:54:15          421.5   0.06032
2022-01-12/00:54:15          504.2   0.05363
2022-01-12/00:54:15          605.4   0.04736
2022-01-12/00:54:15          731.8   0.04154
2022-01-12/00:54:15          972.3   0.03379
2022-01-12/00:54:45        0.03075     0.000
2022-01-12/00:54:45        0.03242     0.000
2022-01-12/00:54:45        0.04127     0.000
2022-01-12/00:54:45        0.05200     0.000
2022-01-12/00:54:45        0.06481     0.000
2022-01-12/00:54:45        0.08088     0.000
2022-01-12/00:54:45         0.1005     0.000
2022-01-12/00:54:45         0.1256     0.000
2022-01-12/00:54:45         0.1565     0.000
2022-01-12/00:54:45         0.1950     0.000
2022-01-12/00:54:45         0.2432   0.02468
2022-01-12/00:54:45         0.3030   0.06252
2022-01-12/00:54:45         0.3776   0.09486
2022-01-12/00:54:45         0.4700    0.2601
2022-01-12/00:54:45         0.5855    0.6139
2022-01-12/00:54:45         0.7291    0.6860
2022-01-12/00:54:45         0.9078    0.6812
2022-01-12/00:54:45          1.129    0.6488
2022-01-12/00:54:45          1.406    0.5928
2022-01-12/00:54:45          1.751    0.5186
2022-01-12/00:54:45          2.180    0.4944
2022-01-12/00:54:45          2.715    0.5085
2022-01-12/00:54:45          3.375    0.4498
2022-01-12/00:54:45          4.202    0.3850
2022-01-12/00:54:45          5.232    0.3383
2022-01-12/00:54:45          6.521    0.4991
2022-01-12/00:54:45          8.126    0.7866
2022-01-12/00:54:45          10.11    0.7853
2022-01-12/00:54:45          12.59    0.8953
2022-01-12/00:54:45          15.68    0.8703
2022-01-12/00:54:45          19.53    0.8390
2022-01-12/00:54:45          24.32    0.7843
2022-01-12/00:54:45          39.23    0.6113
2022-01-12/00:54:45          46.73    0.5415
2022-01-12/00:54:45          56.30    0.4615
2022-01-12/00:54:45          67.84    0.3797
2022-01-12/00:54:45          81.77    0.3036
2022-01-12/00:54:45          98.36    0.2594
2022-01-12/00:54:45          118.6    0.2164
2022-01-12/00:54:45          142.9    0.1815
2022-01-12/00:54:45          171.8    0.1532
2022-01-12/00:54:45          206.7    0.1291
2022-01-12/00:54:45          247.6    0.1122
2022-01-12/00:54:45          295.9    0.1006
2022-01-12/00:54:45          353.2   0.08931
2022-01-12/00:54:45          421.5   0.07885
2022-01-12/00:54:45          504.2   0.07071
2022-01-12/00:54:45          605.4   0.06280
2022-01-12/00:54:45          731.8   0.05567
