Time                       energy      ratio
2022-01-12/01:21:15        0.06481     0.000
2022-01-12/01:21:15        0.08088     0.000
2022-01-12/01:21:15         0.1005     0.000
2022-01-12/01:21:15         0.1256     0.000
2022-01-12/01:21:15         0.1565     0.000
2022-01-12/01:21:15         0.1950     0.000
2022-01-12/01:21:15         0.2432   0.03313
2022-01-12/01:21:15         0.3030   0.08434
2022-01-12/01:21:15         0.3776    0.1279
2022-01-12/01:21:15         0.4700    0.1499
2022-01-12/01:21:15         0.5855    0.1838
2022-01-12/01:21:15         0.7291    0.1943
2022-01-12/01:21:15         0.9078    0.1861
2022-01-12/01:21:15          1.129    0.1694
2022-01-12/01:21:15          1.406    0.1476
2022-01-12/01:21:15          1.751    0.1242
2022-01-12/01:21:15          2.180    0.9590
2022-01-12/01:21:15          2.715    0.9817
2022-01-12/01:21:15          3.375    0.9781
2022-01-12/01:21:15          4.202    0.9697
2022-01-12/01:21:15          5.232    0.9532
2022-01-12/01:21:15          6.521    0.9260
2022-01-12/01:21:15          8.126    0.9081
2022-01-12/01:21:15          10.11    0.8762
2022-01-12/01:21:15          12.59    0.9286
2022-01-12/01:21:15          15.68    0.9083
2022-01-12/01:21:15          19.53    0.8846
2022-01-12/01:21:15          24.32    0.8418
2022-01-12/01:21:15          39.23    0.6993
2022-01-12/01:21:15          46.73    0.6356
2022-01-12/01:21:15          56.30    0.5571
2022-01-12/01:21:15          67.84    0.4699
2022-01-12/01:21:15          81.77    0.3805
2022-01-12/01:21:15          98.36    0.3211
2022-01-12/01:21:15          118.6    0.2688
2022-01-12/01:21:15          142.9    0.2288
2022-01-12/01:21:15          171.8    0.1968
2022-01-12/01:21:15          206.7    0.1677
2022-01-12/01:21:15          247.6    0.1458
2022-01-12/01:21:15          295.9    0.1299
2022-01-12/01:21:15          353.2    0.1153
2022-01-12/01:21:15          421.5    0.1022
2022-01-12/01:21:15          504.2   0.09113
2022-01-12/01:21:15          605.4   0.08116
2022-01-12/01:21:15          731.8   0.07146
2022-01-12/01:21:15          972.3   0.05888
2022-01-12/01:21:45        0.03075     0.000
2022-01-12/01:21:45        0.03242     0.000
2022-01-12/01:21:45        0.04127     0.000
2022-01-12/01:21:45        0.05200     0.000
2022-01-12/01:21:45        0.06481     0.000
2022-01-12/01:21:45        0.08088     0.000
2022-01-12/01:21:45         0.1005     0.000
2022-01-12/01:21:45         0.1256     0.000
2022-01-12/01:21:45         0.1565     0.000
2022-01-12/01:21:45         0.1950     0.000
2022-01-12/01:21:45         0.2432   0.03976
2022-01-12/01:21:45         0.3030    0.1009
2022-01-12/01:21:45         0.3776    0.1526
2022-01-12/01:21:45         0.4700    0.1839
2022-01-12/01:21:45         0.5855    0.2560
2022-01-12/01:21:45         0.7291    0.2806
2022-01-12/01:21:45         0.9078    0.2721
2022-01-12/01:21:45          1.129    0.2497
2022-01-12/01:21:45          1.406    0.2187
2022-01-12/01:21:45          1.751    0.1841
2022-01-12/01:21:45          2.180    0.7438
2022-01-12/01:21:45          2.715    0.8617
2022-01-12/01:21:45          3.375    0.8396
2022-01-12/01:21:45          4.202    0.7927
2022-01-12/01:21:45          5.232    0.7177
2022-01-12/01:21:45          6.521    0.6747
2022-01-12/01:21:45          8.126    0.7920
2022-01-12/01:21:45          10.11    0.7705
2022-01-12/01:21:45          12.59    0.8308
2022-01-12/01:21:45          15.68    0.7921
2022-01-12/01:21:45          19.53    0.7564
2022-01-12/01:21:45          24.32    0.6927
2022-01-12/01:21:45          39.23    0.5120
2022-01-12/01:21:45          46.73    0.4459
2022-01-12/01:21:45          56.30    0.3758
2022-01-12/01:21:45          67.84    0.3091
2022-01-12/01:21:45          81.77    0.2489
2022-01-12/01:21:45          98.36    0.2083
2022-01-12/01:21:45          118.6    0.1749
2022-01-12/01:21:45          142.9    0.1484
2022-01-12/01:21:45          171.8    0.1266
2022-01-12/01:21:45          206.7    0.1076
2022-01-12/01:21:45          247.6   0.09428
2022-01-12/01:21:45          295.9   0.08253
2022-01-12/01:21:45          353.2   0.07228
2022-01-12/01:21:45          421.5   0.06357
2022-01-12/01:21:45          504.2   0.05644
2022-01-12/01:21:45          605.4   0.04981
2022-01-12/01:21:45          731.8   0.04377
2022-01-12/01:21:45          972.3   0.03570
2022-01-12/01:22:15        0.03075     0.000
2022-01-12/01:22:15        0.03242     0.000
2022-01-12/01:22:15        0.04127     0.000
2022-01-12/01:22:15        0.05200     0.000
2022-01-12/01:22:15        0.06481     0.000
2022-01-12/01:22:15        0.08088     0.000
2022-01-12/01:22:15         0.1005     0.000
2022-01-12/01:22:15         0.1256     0.000
2022-01-12/01:22:15         0.1565     0.000
2022-01-12/01:22:15         0.1950     0.000
2022-01-12/01:22:15         0.2432   0.04751
2022-01-12/01:22:15         0.3030    0.1204
2022-01-12/01:22:15         0.3776    0.1817
2022-01-12/01:22:15         0.4700    0.2513
2022-01-12/01:22:15         0.5855    0.4591
2022-01-12/01:22:15         0.7291    0.5190
2022-01-12/01:22:15         0.9078    0.5116
2022-01-12/01:22:15          1.129    0.4782
2022-01-12/01:22:15          1.406    0.4261
2022-01-12/01:22:15          1.751    0.3637
2022-01-12/01:22:15          2.180    0.5100
2022-01-12/01:22:15          2.715    0.6296
2022-01-12/01:22:15          3.375    0.5885
2022-01-12/01:22:15          4.202    0.5213
2022-01-12/01:22:15          5.232    0.4443
2022-01-12/01:22:15          6.521    0.4505
2022-01-12/01:22:15          8.126    0.6472
2022-01-12/01:22:15          10.11    0.6329
2022-01-12/01:22:15          12.59    0.7502
2022-01-12/01:22:15          15.68    0.7047
2022-01-12/01:22:15          19.53    0.6629
2022-01-12/01:22:15          24.32    0.5922
2022-01-12/01:22:15          39.23    0.4200
2022-01-12/01:22:15          46.73    0.3630
2022-01-12/01:22:15          56.30    0.3037
2022-01-12/01:22:15          67.84    0.2474
2022-01-12/01:22:15          81.77    0.1964
2022-01-12/01:22:15          98.36    0.1619
2022-01-12/01:22:15          118.6    0.1343
2022-01-12/01:22:15          142.9    0.1136
2022-01-12/01:22:15          171.8   0.09741
2022-01-12/01:22:15          206.7   0.08315
2022-01-12/01:22:15          247.6   0.07280
2022-01-12/01:22:15          295.9   0.06366
2022-01-12/01:22:15          353.2   0.05579
2022-01-12/01:22:15          421.5   0.04917
2022-01-12/01:22:15          504.2   0.04371
2022-01-12/01:22:15          605.4   0.03864
2022-01-12/01:22:15          731.8   0.03386
2022-01-12/01:22:15          972.3   0.02753
2022-01-12/01:22:45        0.03075     0.000
2022-01-12/01:22:45        0.03242     0.000
2022-01-12/01:22:45        0.04127     0.000
2022-01-12/01:22:45        0.05200     0.000
2022-01-12/01:22:45        0.06481     0.000
2022-01-12/01:22:45        0.08088     0.000
2022-01-12/01:22:45         0.1005     0.000
2022-01-12/01:22:45         0.1256     0.000
2022-01-12/01:22:45         0.1565     0.000
2022-01-12/01:22:45         0.1950  0.003883
2022-01-12/01:22:45         0.2432   0.04079
2022-01-12/01:22:45         0.3030    0.1017
2022-01-12/01:22:45         0.3776    0.1529
2022-01-12/01:22:45         0.4700    0.3432
2022-01-12/01:22:45         0.5855    0.7167
2022-01-12/01:22:45         0.7291    0.7791
2022-01-12/01:22:45         0.9078    0.7750
2022-01-12/01:22:45          1.129    0.7470
2022-01-12/01:22:45          1.406    0.6963
2022-01-12/01:22:45          1.751    0.6242
2022-01-12/01:22:45          2.180    0.9639
2022-01-12/01:22:45          2.715    0.9836
2022-01-12/01:22:45          3.375    0.9803
2022-01-12/01:22:45          4.202    0.9727
2022-01-12/01:22:45          5.232    0.9579
2022-01-12/01:22:45          6.521    0.9319
2022-01-12/01:22:45          8.126    0.9075
2022-01-12/01:22:45          10.11    0.8651
2022-01-12/01:22:45          12.59    0.8869
2022-01-12/01:22:45          15.68    0.8501
2022-01-12/01:22:45          19.53    0.8097
2022-01-12/01:22:45          24.32    0.7457
2022-01-12/01:22:45          39.23    0.5613
2022-01-12/01:22:45          46.73    0.4923
2022-01-12/01:22:45          56.30    0.4164
2022-01-12/01:22:45          67.84    0.3414
2022-01-12/01:22:45          81.77    0.2734
2022-01-12/01:22:45          98.36    0.2354
2022-01-12/01:22:45          118.6    0.1984
2022-01-12/01:22:45          142.9    0.1674
2022-01-12/01:22:45          171.8    0.1410
2022-01-12/01:22:45          206.7    0.1177
2022-01-12/01:22:45          247.6    0.1013
2022-01-12/01:22:45          295.9   0.09120
2022-01-12/01:22:45          353.2   0.08131
2022-01-12/01:22:45          421.5   0.07184
2022-01-12/01:22:45          504.2   0.06423
2022-01-12/01:22:45          605.4   0.05719
2022-01-12/01:22:45          731.8   0.05090
2022-01-12/01:22:45          972.3   0.04267
2022-01-12/01:23:15        0.03075     0.000
2022-01-12/01:23:15        0.03242     0.000
2022-01-12/01:23:15        0.04127     0.000
2022-01-12/01:23:15        0.05200     0.000
2022-01-12/01:23:15        0.06481     0.000
2022-01-12/01:23:15        0.08088     0.000
2022-01-12/01:23:15         0.1005     0.000
2022-01-12/01:23:15         0.1256     0.000
2022-01-12/01:23:15         0.1565     0.000
2022-01-12/01:23:15         0.1950  0.004212
2022-01-12/01:23:15         0.2432   0.03871
2022-01-12/01:23:15         0.3030   0.09601
2022-01-12/01:23:15         0.3776    0.1441
2022-01-12/01:23:15         0.4700    0.3008
2022-01-12/01:23:15         0.5855    0.6518
2022-01-12/01:23:15         0.7291    0.7203
2022-01-12/01:23:15         0.9078    0.7155
2022-01-12/01:23:15          1.129    0.6842
2022-01-12/01:23:15          1.406    0.6294
2022-01-12/01:23:15          1.751    0.5552
2022-01-12/01:23:15          2.180    0.9685
2022-01-12/01:23:15          2.715    0.9858
2022-01-12/01:23:15          3.375    0.9830
2022-01-12/01:23:15          4.202    0.9764
2022-01-12/01:23:15          5.232    0.9636
2022-01-12/01:23:15          6.521    0.9405
2022-01-12/01:23:15          8.126    0.9151
2022-01-12/01:23:15          10.11    0.8732
2022-01-12/01:23:15          12.59    0.8982
2022-01-12/01:23:15          15.68    0.8645
2022-01-12/01:23:15          19.53    0.8249
2022-01-12/01:23:15          24.32    0.7621
2022-01-12/01:23:15          39.23    0.5779
2022-01-12/01:23:15          46.73    0.5083
2022-01-12/01:23:15          56.30    0.4308
2022-01-12/01:23:15          67.84    0.3534
2022-01-12/01:23:15          81.77    0.2829
2022-01-12/01:23:15          98.36    0.2467
2022-01-12/01:23:15          118.6    0.2080
2022-01-12/01:23:15          142.9    0.1747
2022-01-12/01:23:15          171.8    0.1463
2022-01-12/01:23:15          206.7    0.1215
2022-01-12/01:23:15          247.6    0.1037
2022-01-12/01:23:15          295.9   0.09456
2022-01-12/01:23:15          353.2   0.08483
2022-01-12/01:23:15          421.5   0.07498
2022-01-12/01:23:15          504.2   0.06720
2022-01-12/01:23:15          605.4   0.05999
2022-01-12/01:23:15          731.8   0.05363
2022-01-12/01:23:15          972.3   0.04534
2022-01-12/01:23:45        0.03075     0.000
2022-01-12/01:23:45        0.03242     0.000
2022-01-12/01:23:45        0.04127     0.000
2022-01-12/01:23:45        0.05200     0.000
2022-01-12/01:23:45        0.06481     0.000
2022-01-12/01:23:45        0.08088     0.000
2022-01-12/01:23:45         0.1005     0.000
2022-01-12/01:23:45         0.1256     0.000
2022-01-12/01:23:45         0.1565     0.000
2022-01-12/01:23:45         0.1950  0.006312
2022-01-12/01:23:45         0.2432   0.04599
2022-01-12/01:23:45         0.3030    0.1119
2022-01-12/01:23:45         0.3776    0.1666
2022-01-12/01:23:45         0.4700    0.3422
2022-01-12/01:23:45         0.5855    0.7056
2022-01-12/01:23:45         0.7291    0.7689
2022-01-12/01:23:45         0.9078    0.7645
2022-01-12/01:23:45          1.129    0.7359
2022-01-12/01:23:45          1.406    0.6843
2022-01-12/01:23:45          1.751    0.6118
2022-01-12/01:23:45          2.180    0.9742
2022-01-12/01:23:45          2.715    0.9884
2022-01-12/01:23:45          3.375    0.9861
2022-01-12/01:23:45          4.202    0.9807
2022-01-12/01:23:45          5.232    0.9701
2022-01-12/01:23:45          6.521    0.9515
2022-01-12/01:23:45          8.126    0.9358
2022-01-12/01:23:45          10.11    0.9067
2022-01-12/01:23:45          12.59    0.9270
2022-01-12/01:23:45          15.68    0.9024
2022-01-12/01:23:45          19.53    0.8731
2022-01-12/01:23:45          24.32    0.8236
2022-01-12/01:23:45          39.23    0.6597
2022-01-12/01:23:45          46.73    0.5903
2022-01-12/01:23:45          56.30    0.5088
2022-01-12/01:23:45          67.84    0.4237
2022-01-12/01:23:45          81.77    0.3435
2022-01-12/01:23:45          98.36    0.2989
2022-01-12/01:23:45          118.6    0.2528
2022-01-12/01:23:45          142.9    0.2134
2022-01-12/01:23:45          171.8    0.1797
2022-01-12/01:23:45          206.7    0.1502
2022-01-12/01:23:45          247.6    0.1290
2022-01-12/01:23:45          295.9    0.1168
2022-01-12/01:23:45          353.2    0.1044
2022-01-12/01:23:45          421.5   0.09218
2022-01-12/01:23:45          504.2   0.08254
2022-01-12/01:23:45          605.4   0.07357
2022-01-12/01:23:45          731.8   0.06564
2022-01-12/01:23:45          972.3   0.05524
2022-01-12/01:24:15        0.03075     0.000
2022-01-12/01:24:15        0.03242     0.000
2022-01-12/01:24:15        0.04127     0.000
2022-01-12/01:24:15        0.05200     0.000
2022-01-12/01:24:15        0.06481     0.000
2022-01-12/01:24:15        0.08088     0.000
2022-01-12/01:24:15         0.1005     0.000
2022-01-12/01:24:15         0.1256     0.000
2022-01-12/01:24:15         0.1565     0.000
2022-01-12/01:24:15         0.1950  0.007089
2022-01-12/01:24:15         0.2432   0.03782
2022-01-12/01:24:15         0.3030   0.08870
2022-01-12/01:24:15         0.3776    0.1302
2022-01-12/01:24:15         0.4700    0.2932
2022-01-12/01:24:15         0.5855    0.6491
2022-01-12/01:24:15         0.7291    0.7183
2022-01-12/01:24:15         0.9078    0.7137
2022-01-12/01:24:15          1.129    0.6825
2022-01-12/01:24:15          1.406    0.6278
2022-01-12/01:24:15          1.751    0.5539
2022-01-12/01:24:15          2.180    0.9651
2022-01-12/01:24:15          2.715    0.9843
2022-01-12/01:24:15          3.375    0.9811
2022-01-12/01:24:15          4.202    0.9738
2022-01-12/01:24:15          5.232    0.9597
2022-01-12/01:24:15          6.521    0.9358
2022-01-12/01:24:15          8.126    0.9216
2022-01-12/01:24:15          10.11    0.8907
2022-01-12/01:24:15          12.59    0.9153
2022-01-12/01:24:15          15.68    0.8882
2022-01-12/01:24:15          19.53    0.8575
2022-01-12/01:24:15          24.32    0.8054
2022-01-12/01:24:15          39.23    0.6359
2022-01-12/01:24:15          46.73    0.5655
2022-01-12/01:24:15          56.30    0.4846
2022-01-12/01:24:15          67.84    0.4022
2022-01-12/01:24:15          81.77    0.3260
2022-01-12/01:24:15          98.36    0.2824
2022-01-12/01:24:15          118.6    0.2392
2022-01-12/01:24:15          142.9    0.2022
2022-01-12/01:24:15          171.8    0.1706
2022-01-12/01:24:15          206.7    0.1427
2022-01-12/01:24:15          247.6    0.1232
2022-01-12/01:24:15          295.9    0.1108
2022-01-12/01:24:15          353.2   0.09864
2022-01-12/01:24:15          421.5   0.08702
2022-01-12/01:24:15          504.2   0.07770
2022-01-12/01:24:15          605.4   0.06905
2022-01-12/01:24:15          731.8   0.06140
2022-01-12/01:24:15          972.3   0.05129
2022-01-12/01:24:45        0.03075     0.000
2022-01-12/01:24:45        0.03242     0.000
2022-01-12/01:24:45        0.04127     0.000
2022-01-12/01:24:45        0.05200     0.000
2022-01-12/01:24:45        0.06481     0.000
2022-01-12/01:24:45        0.08088     0.000
2022-01-12/01:24:45         0.1005     0.000
2022-01-12/01:24:45         0.1256     0.000
2022-01-12/01:24:45         0.1565     0.000
2022-01-12/01:24:45         0.1950  0.009029
2022-01-12/01:24:45         0.2432   0.09661
2022-01-12/01:24:45         0.3030    0.2352
2022-01-12/01:24:45         0.3776    0.3449
2022-01-12/01:24:45         0.4700    0.9050
2022-01-12/01:24:45         0.5855    0.9884
2022-01-12/01:24:45         0.7291    0.9920
2022-01-12/01:24:45         0.9078    0.9918
2022-01-12/01:24:45          1.129    0.9903
2022-01-12/01:24:45          1.406    0.9872
2022-01-12/01:24:45          1.751    0.9814
2022-01-12/01:24:45          2.180    0.9953
2022-01-12/01:24:45          2.715    0.9977
2022-01-12/01:24:45          3.375    0.9972
2022-01-12/01:24:45          4.202    0.9961
2022-01-12/01:24:45          5.232    0.9939
2022-01-12/01:24:45          6.521    0.9897
2022-01-12/01:24:45          8.126    0.9829
2022-01-12/01:24:45          10.11    0.9709
2022-01-12/01:24:45          12.59    0.9734
2022-01-12/01:24:45          15.68    0.9619
2022-01-12/01:24:45          19.53    0.9455
2022-01-12/01:24:45          24.32    0.9173
2022-01-12/01:24:45          39.23    0.8065
2022-01-12/01:24:45          46.73    0.7514
2022-01-12/01:24:45          56.30    0.6772
2022-01-12/01:24:45          67.84    0.5872
2022-01-12/01:24:45          81.77    0.4934
2022-01-12/01:24:45          98.36    0.4543
2022-01-12/01:24:45          118.6    0.3946
2022-01-12/01:24:45          142.9    0.3356
2022-01-12/01:24:45          171.8    0.2800
2022-01-12/01:24:45          206.7    0.2284
2022-01-12/01:24:45          247.6    0.1911
2022-01-12/01:24:45          295.9    0.1811
2022-01-12/01:24:45          353.2    0.1657
2022-01-12/01:24:45          421.5    0.1467
2022-01-12/01:24:45          504.2    0.1316
2022-01-12/01:24:45          605.4    0.1185
2022-01-12/01:24:45          731.8    0.1073
2022-01-12/01:24:45          972.3   0.09284
2022-01-12/01:25:15        0.03075     0.000
2022-01-12/01:25:15        0.03242     0.000
2022-01-12/01:25:15        0.04127     0.000
2022-01-12/01:25:15        0.05200     0.000
2022-01-12/01:25:15        0.06481     0.000
2022-01-12/01:25:15        0.08088     0.000
2022-01-12/01:25:15         0.1005     0.000
2022-01-12/01:25:15         0.1256     0.000
2022-01-12/01:25:15         0.1565     0.000
2022-01-12/01:25:15         0.1950   0.06744
2022-01-12/01:25:15         0.2432    0.2257
2022-01-12/01:25:15         0.3030    0.4293
2022-01-12/01:25:15         0.3776    0.5480
2022-01-12/01:25:15         0.4700    0.6905
2022-01-12/01:25:15         0.5855    0.8891
2022-01-12/01:25:15         0.7291    0.9166
2022-01-12/01:25:15         0.9078    0.9150
2022-01-12/01:25:15          1.129    0.9026
2022-01-12/01:25:15          1.406    0.8786
2022-01-12/01:25:15          1.751    0.8412
2022-01-12/01:25:15          2.180    0.9941
2022-01-12/01:25:15          2.715    0.9974
2022-01-12/01:25:15          3.375    0.9969
2022-01-12/01:25:15          4.202    0.9956
2022-01-12/01:25:15          5.232    0.9932
2022-01-12/01:25:15          6.521    0.9885
2022-01-12/01:25:15          8.126    0.9819
2022-01-12/01:25:15          10.11    0.9700
2022-01-12/01:25:15          12.59    0.9727
2022-01-12/01:25:15          15.68    0.9610
2022-01-12/01:25:15          19.53    0.9456
2022-01-12/01:25:15          24.32    0.9191
2022-01-12/01:25:15          39.23    0.8105
2022-01-12/01:25:15          46.73    0.7534
2022-01-12/01:25:15          56.30    0.6769
2022-01-12/01:25:15          67.84    0.5853
2022-01-12/01:25:15          81.77    0.4903
2022-01-12/01:25:15          98.36    0.4459
2022-01-12/01:25:15          118.6    0.3862
2022-01-12/01:25:15          142.9    0.3283
2022-01-12/01:25:15          171.8    0.2751
2022-01-12/01:25:15          206.7    0.2273
2022-01-12/01:25:15          247.6    0.1929
2022-01-12/01:25:15          295.9    0.1793
2022-01-12/01:25:15          353.2    0.1626
2022-01-12/01:25:15          421.5    0.1441
2022-01-12/01:25:15          504.2    0.1297
2022-01-12/01:25:15          605.4    0.1162
2022-01-12/01:25:15          731.8    0.1049
2022-01-12/01:25:15          972.3   0.08993
2022-01-12/01:25:45        0.03075     0.000
2022-01-12/01:25:45        0.03242     0.000
2022-01-12/01:25:45        0.04127     0.000
2022-01-12/01:25:45        0.05200     0.000
2022-01-12/01:25:45        0.06481     0.000
2022-01-12/01:25:45        0.08088     0.000
2022-01-12/01:25:45         0.1005     0.000
2022-01-12/01:25:45         0.1256     0.000
2022-01-12/01:25:45         0.1565     0.000
2022-01-12/01:25:45         0.1950   0.03253
2022-01-12/01:25:45         0.2432    0.1177
2022-01-12/01:25:45         0.3030    0.2405
2022-01-12/01:25:45         0.3776    0.3258
2022-01-12/01:25:45         0.4700    0.5324
2022-01-12/01:25:45         0.5855    0.8466
2022-01-12/01:25:45         0.7291    0.8858
2022-01-12/01:25:45         0.9078    0.8834
2022-01-12/01:25:45          1.129    0.8663
2022-01-12/01:25:45          1.406    0.8331
2022-01-12/01:25:45          1.751    0.7813
2022-01-12/01:25:45          2.180    0.9919
2022-01-12/01:25:45          2.715    0.9964
2022-01-12/01:25:45          3.375    0.9957
2022-01-12/01:25:45          4.202    0.9940
2022-01-12/01:25:45          5.232    0.9906
2022-01-12/01:25:45          6.521    0.9842
2022-01-12/01:25:45          8.126    0.9755
2022-01-12/01:25:45          10.11    0.9604
2022-01-12/01:25:45          12.59    0.9677
2022-01-12/01:25:45          15.68    0.9549
2022-01-12/01:25:45          19.53    0.9375
2022-01-12/01:25:45          24.32    0.9076
2022-01-12/01:25:45          39.23    0.7903
2022-01-12/01:25:45          46.73    0.7316
2022-01-12/01:25:45          56.30    0.6542
2022-01-12/01:25:45          67.84    0.5628
2022-01-12/01:25:45          81.77    0.4680
2022-01-12/01:25:45          98.36    0.4211
2022-01-12/01:25:45          118.6    0.3619
2022-01-12/01:25:45          142.9    0.3070
2022-01-12/01:25:45          171.8    0.2579
2022-01-12/01:25:45          206.7    0.2137
2022-01-12/01:25:45          247.6    0.1811
2022-01-12/01:25:45          295.9    0.1681
2022-01-12/01:25:45          353.2    0.1524
2022-01-12/01:25:45          421.5    0.1350
2022-01-12/01:25:45          504.2    0.1212
2022-01-12/01:25:45          605.4    0.1085
2022-01-12/01:25:45          731.8   0.09761
2022-01-12/01:25:45          972.3   0.08329
2022-01-12/01:26:15        0.03075     0.000
2022-01-12/01:26:15        0.03242     0.000
2022-01-12/01:26:15        0.04127     0.000
2022-01-12/01:26:15        0.05200     0.000
2022-01-12/01:26:15        0.06481     0.000
2022-01-12/01:26:15        0.08088     0.000
2022-01-12/01:26:15         0.1005     0.000
2022-01-12/01:26:15         0.1256     0.000
2022-01-12/01:26:15         0.1565     0.000
2022-01-12/01:26:15         0.1950   0.04606
2022-01-12/01:26:15         0.2432    0.1679
2022-01-12/01:26:15         0.3030    0.3389
2022-01-12/01:26:15         0.3776    0.4520
2022-01-12/01:26:15         0.4700    0.6427
2022-01-12/01:26:15         0.5855    0.8915
2022-01-12/01:26:15         0.7291    0.9201
2022-01-12/01:26:15         0.9078    0.9183
2022-01-12/01:26:15          1.129    0.9056
2022-01-12/01:26:15          1.406    0.8806
2022-01-12/01:26:15          1.751    0.8404
2022-01-12/01:26:15          2.180    0.9934
2022-01-12/01:26:15          2.715    0.9971
2022-01-12/01:26:15          3.375    0.9965
2022-01-12/01:26:15          4.202    0.9951
2022-01-12/01:26:15          5.232    0.9923
2022-01-12/01:26:15          6.521    0.9870
2022-01-12/01:26:15          8.126    0.9782
2022-01-12/01:26:15          10.11    0.9627
2022-01-12/01:26:15          12.59    0.9670
2022-01-12/01:26:15          15.68    0.9528
2022-01-12/01:26:15          19.53    0.9321
2022-01-12/01:26:15          24.32    0.8973
2022-01-12/01:26:15          39.23    0.7635
2022-01-12/01:26:15          46.73    0.7001
2022-01-12/01:26:15          56.30    0.6197
2022-01-12/01:26:15          67.84    0.5284
2022-01-12/01:26:15          81.77    0.4384
2022-01-12/01:26:15          98.36    0.4059
2022-01-12/01:26:15          118.6    0.3511
2022-01-12/01:26:15          142.9    0.2965
2022-01-12/01:26:15          171.8    0.2458
2022-01-12/01:26:15          206.7    0.1998
2022-01-12/01:26:15          247.6    0.1654
2022-01-12/01:26:15          295.9    0.1582
2022-01-12/01:26:15          353.2    0.1454
2022-01-12/01:26:15          421.5    0.1287
2022-01-12/01:26:15          504.2    0.1157
2022-01-12/01:26:15          605.4    0.1039
2022-01-12/01:26:15          731.8   0.09421
2022-01-12/01:26:15          972.3   0.08153
2022-01-12/01:26:45        0.03075     0.000
2022-01-12/01:26:45        0.03242     0.000
2022-01-12/01:26:45        0.04127     0.000
2022-01-12/01:26:45        0.05200     0.000
2022-01-12/01:26:45        0.06481     0.000
2022-01-12/01:26:45        0.08088     0.000
2022-01-12/01:26:45         0.1005     0.000
2022-01-12/01:26:45         0.1256     0.000
2022-01-12/01:26:45         0.1565     0.000
2022-01-12/01:26:45         0.1950   0.01061
2022-01-12/01:26:45         0.2432   0.08293
2022-01-12/01:26:45         0.3030    0.1999
2022-01-12/01:26:45         0.3776    0.2936
2022-01-12/01:26:45         0.4700    0.5836
2022-01-12/01:26:45         0.5855    0.8960
2022-01-12/01:26:45         0.7291    0.9249
2022-01-12/01:26:45         0.9078    0.9231
2022-01-12/01:26:45          1.129    0.9105
2022-01-12/01:26:45          1.406    0.8855
2022-01-12/01:26:45          1.751    0.8440
2022-01-12/01:26:45          2.180    0.9944
2022-01-12/01:26:45          2.715    0.9975
2022-01-12/01:26:45          3.375    0.9970
2022-01-12/01:26:45          4.202    0.9958
2022-01-12/01:26:45          5.232    0.9935
2022-01-12/01:26:45          6.521    0.9888
2022-01-12/01:26:45          8.126    0.9806
2022-01-12/01:26:45          10.11    0.9657
2022-01-12/01:26:45          12.59    0.9698
2022-01-12/01:26:45          15.68    0.9564
2022-01-12/01:26:45          19.53    0.9363
2022-01-12/01:26:45          24.32    0.9023
2022-01-12/01:26:45          39.23    0.7720
2022-01-12/01:26:45          46.73    0.7105
2022-01-12/01:26:45          56.30    0.6312
2022-01-12/01:26:45          67.84    0.5391
2022-01-12/01:26:45          81.77    0.4466
2022-01-12/01:26:45          98.36    0.4147
2022-01-12/01:26:45          118.6    0.3584
2022-01-12/01:26:45          142.9    0.3020
2022-01-12/01:26:45          171.8    0.2498
2022-01-12/01:26:45          206.7    0.2027
2022-01-12/01:26:45          247.6    0.1669
2022-01-12/01:26:45          295.9    0.1611
2022-01-12/01:26:45          353.2    0.1486
2022-01-12/01:26:45          421.5    0.1316
2022-01-12/01:26:45          504.2    0.1186
2022-01-12/01:26:45          605.4    0.1066
2022-01-12/01:26:45          731.8   0.09677
2022-01-12/01:26:45          972.3   0.08401
2022-01-12/01:27:15        0.03075     0.000
2022-01-12/01:27:15        0.03242     0.000
2022-01-12/01:27:15        0.04127     0.000
2022-01-12/01:27:15        0.05200     0.000
2022-01-12/01:27:15        0.06481     0.000
2022-01-12/01:27:15        0.08088     0.000
2022-01-12/01:27:15         0.1005     0.000
2022-01-12/01:27:15         0.1256     0.000
2022-01-12/01:27:15         0.1565     0.000
2022-01-12/01:27:15         0.1950   0.02389
2022-01-12/01:27:15         0.2432    0.1286
2022-01-12/01:27:15         0.3030    0.2918
2022-01-12/01:27:15         0.3776    0.4132
2022-01-12/01:27:15         0.4700    0.6412
2022-01-12/01:27:15         0.5855    0.9044
2022-01-12/01:27:15         0.7291    0.9304
2022-01-12/01:27:15         0.9078    0.9286
2022-01-12/01:27:15          1.129    0.9169
2022-01-12/01:27:15          1.406    0.8936
2022-01-12/01:27:15          1.751    0.8550
2022-01-12/01:27:15          2.180    0.9954
2022-01-12/01:27:15          2.715    0.9980
2022-01-12/01:27:15          3.375    0.9976
2022-01-12/01:27:15          4.202    0.9966
2022-01-12/01:27:15          5.232    0.9947
2022-01-12/01:27:15          6.521    0.9909
2022-01-12/01:27:15          8.126    0.9839
2022-01-12/01:27:15          10.11    0.9708
2022-01-12/01:27:15          12.59    0.9706
2022-01-12/01:27:15          15.68    0.9561
2022-01-12/01:27:15          19.53    0.9335
2022-01-12/01:27:15          24.32    0.8957
2022-01-12/01:27:15          39.23    0.7473
2022-01-12/01:27:15          46.73    0.6784
2022-01-12/01:27:15          56.30    0.5927
